ORF,FOP,instability index
YPR072W,0.46,51.96
YPR073C,0.51,32.4
YPR074C,0.79,30.94
YPR075C,0.47,63.58
YPR076W,0.41,40.61
YPR077C,0.38,45.73
YPR078C,0.43,42.29
YPR079W,0.48,44.63
YPR080W,0.94,30.21
YPR081C,0.47,44.02
YPR082C,0.53,39.91
YPR083W,0.44,60.13
YPR084W,0.45,54.6
YPR085C,0.42,42.29
YPR086W,0.47,28.22
YPR087W,0.34,59.97
YPR088C,0.55,48.18
YPR089W,0.49,44.95
YPR091C,0.49,37.19
YPR092W,0.49,43.55
YPR093C,0.47,45.15
YPR094W,0.36,42.66
YPR095C,0.4,51.08
YPR096C,0.47,31.98
YPR097W,0.46,40.71
YPR098C,0.52,34.43
YPR099C,0.48,41.82
YPR100W,0.48,36.25
YPR101W,0.42,41.59
YPR102C,0.91,31.82
YPR103W,0.57,26.12
YPR104C,0.41,46.72
YPR105C,0.43,41.52
YPR106W,0.37,54.76
YPR107C,0.47,57.1
YPR108W,0.52,31.43
YPR109W,0.38,41.16
YPR110C,0.56,36.61
YPR111W,0.43,48.47
YPR112C,0.52,40.72
YPR113W,0.55,37.95
YPR114W,0.56,34.4
YPR115W,0.44,49.74
YPR116W,0.42,21.32
YPR117W,0.41,41.72
YPR118W,0.51,29.25
YPR119W,0.41,49.98
YPR120C,0.45,56.63
YPR121W,0.56,35.37
YPR122W,0.39,40.08
YPR123C,0.48,35.02
YPR124W,0.44,59.38
YPR125W,0.52,52.64
YPR126C,0.43,26.28
YPR127W,0.61,32.53
YPR128C,0.51,36.39
YPR129W,0.57,45.84
YPR130C,0.57,53.87
YPR131C,0.42,36.71
YPR132W,0.92,23.63
YPR133C,0.52,47.31
YPR134W,0.4,46.07
YPR135W,0.47,39.11
YPR136C,0.43,52.41
YPR137W,0.46,42.0
YPR138C,0.49,27.39
YPR139C,0.46,28.04
YPR140W,0.45,35.97
YPR141C,0.41,45.81
YPR142C,0.36,56.03
YPR143W,0.52,43.15
YPR144C,0.47,39.14
YPR145W,0.71,39.1
YPR146C,0.27,43.87
YPR147C,0.42,22.35
YPR148C,0.48,40.33
YPR149W,0.74,36.96
YPR150W,0.47,14.4
YPR151C,0.46,48.87
YPR152C,0.44,59.14
YPR153W,0.5,17.86
YPR154W,0.51,63.33
YPR155C,0.45,43.75
YPR156C,0.63,45.74
YPR157W,0.45,33.24
YPR158W,0.45,55.14
YPR159W,0.52,49.66
YPR160W,0.59,35.55
YPR161C,0.4,46.54
YPR162C,0.45,50.78
YPR163C,0.67,45.9
YPR164W,0.43,40.91
YPR165W,0.64,38.87
YPR166C,0.49,23.51
YPR167C,0.49,41.99
YPR168W,0.64,48.08
YPR169W,0.46,38.53
YPR170C,0.36,38.96
YPR171W,0.44,59.8
YPR172W,0.5,34.76
YPR173C,0.51,34.59
YPR174C,0.51,86.68
YPR175W,0.48,41.61
YPR176C,0.45,30.1
YPR177C,0.5,68.43
YPR178W,0.41,44.53
YPR179C,0.45,37.64
YPR180W,0.48,43.5
YPR181C,0.6,41.6
YPR182W,0.42,28.13
YPR183W,0.63,37.25
YPR184W,0.47,40.4
YPR185W,0.43,65.59
YPR186C,0.42,52.66
YPR187W,0.57,31.34
YPR188C,0.45,36.51
YPR189W,0.46,41.02
YPR190C,0.48,41.42
YPR191W,0.6,28.39
YPR192W,0.57,25.97
YPR193C,0.47,26.29
YPR194C,0.47,31.58
YPR195C,0.32,38.41
YPR196W,0.44,48.39
YPR197C,0.46,49.04
YPR198W,0.4,30.52
YPR199C,0.41,42.47
YPR200C,0.47,47.25
YPR201W,0.5,35.01
YPR202W,0.46,37.51
YPR203W,0.4,30.47
YPR204W,0.46,36.29
YEL077C,0.45,35.39
YLR390W-A,0.75,70.13
YDL045W-A,0.43,64.78
YOR008C-A,0.38,87.15
YIL009C-A,0.39,52.24
YPR133W-A,0.53,80.53
YLR438C-A,0.37,35.24
YKR035W-A,0.47,36.73
YFL034C-A,0.64,34.13
YFR032C-A,0.84,18.27
YPL249C-A,0.96,46.41
YCR020W-B,0.42,54.69
YCL001W-A,0.47,28.62
YCR028C-A,0.63,27.47
YCR087C-A,0.46,40.47
YPL183W-A,0.47,58.17
YLR035C-A,0.46,44.62
YER039C-A,0.45,36.65
YDR170W-A,0.47,54.36
YBL091C-A,0.47,31.7
YBL107W-A,0.42,60.09
YCR018C-A,0.4,35.54
YCR102W-A,0.38,32.49
YDL130W-A,0.49,49.7
YDR034C-A,0.39,37.21
YDR034W-B,0.63,104.32
YDR363W-A,0.51,27.82
YDR525W-A,0.42,38.24
YER048W-A,0.58,41.93
YER091C-A,0.33,45.28
YER138W-A,0.41,71.42
YGR122C-A,0.54,24.25
YIR020W-A,0.4,31.76
YKL033W-A,0.49,28.5
YKL053C-A,0.43,50.19
YKL162C-A,0.5,53.53
YLL018C-A,0.46,46.77
YLR262C-A,0.63,48.92
YML081C-A,0.48,18.94
YMR046W-A,0.51,35.26
YMR158C-A,0.36,27.85
YMR194C-A,0.44,65.41
YNR032C-A,0.42,31.54
YOL013W-B,0.38,68.72
YOR298C-A,0.68,23.42
YPR002C-A,0.4,50.89
YDR322C-A,0.48,41.1
YEL020W-A,0.64,25.93
Q0010,0.0,44.54
Q0017,0.46,33.11
Q0032,0.23,41.85
Q0045,0.74,27.72
Q0050,0.59,30.69
Q0055,0.6,31.17
Q0060,0.66,26.79
Q0065,0.69,34.43
Q0070,0.68,35.84
Q0075,0.44,47.18
Q0080,0.89,52.97
Q0085,0.8,29.15
Q0092,0.23,47.61
Q0105,0.76,43.14
Q0110,0.59,34.78
Q0115,0.61,40.38
Q0120,0.77,43.48
Q0130,0.85,12.28
Q0140,0.3,41.68
Q0142,0.16,57.54
Q0143,0.14,62.42
Q0144,0.19,47.71
Q0160,0.61,42.26
Q0182,0.2,42.17
Q0250,0.61,36.99
Q0255,0.47,41.08
Q0275,0.8,31.89
Q0297,0.17,115.08
YOL077W-A,0.52,29.76
YDR034C-C,0.52,47.69
YDR034C-D,0.47,46.08
YGR109W-A,0.54,58.68
YGR109W-B,0.5,44.76
YJR135W-A,0.56,45.11
YOL103W-A,0.47,51.42
YOL103W-B,0.47,48.23
YOR142W-A,0.47,51.18
YOR142W-B,0.46,47.3
YOR192C-A,0.52,49.01
YOR192C-B,0.47,46.65
YOR343W-A,0.52,48.33
YOR343W-B,0.47,45.93
YPL257W-A,0.46,51.96
YPL257W-B,0.47,48.26
YPR137C-A,0.46,52.73
YPR137C-B,0.47,47.61
YPR158C-C,0.46,51.52
YPR158C-D,0.47,47.6
YPR158W-A,0.47,51.18
YPR158W-B,0.47,47.08
YGR161C-C,0.46,51.18
YGR161C-D,0.46,46.54
YGR161W-A,0.51,47.53
YGR161W-B,0.47,45.28
YHL009W-A,0.47,36.2
YHL009W-B,0.45,39.18
YLR157C-A,0.46,51.96
YLR157C-B,0.47,48.37
YLR227W-A,0.46,51.96
YLR227W-B,0.47,47.69
YLR256W-A,0.47,51.9
YLR410W-A,0.52,46.46
YLR410W-B,0.47,45.95
YML045W-A,0.46,51.24
YNL054W-A,0.46,49.49
YNL054W-B,0.46,45.29
YNL284C-A,0.47,51.32
YNL284C-B,0.46,46.5
YPL060C-A,,
YDR098C-A,0.46,50.59
YDR098C-B,0.47,47.64
YDR210W-A,0.51,48.4
YDR210W-B,0.47,45.78
YDR261C-C,0.46,52.92
YDR261C-D,0.47,50.09
YDR261W-A,0.51,48.17
YDR261W-B,0.46,46.35
YDR316W-A,0.46,51.18
YDR316W-B,0.47,47.11
YDR365W-A,0.46,51.96
YDR365W-B,0.47,48.43
YER137C-A,0.46,51.96
YER159C-A,0.46,51.18
YFL002W-B,0.51,47.53
YGR027W-A,0.46,51.77
YGR027W-B,0.47,48.24
YGR038C-A,0.46,50.75
YGR038C-B,0.47,47.27
YDR210C-C,0.47,51.8
YDR210C-D,0.47,47.66
YHR214C-C,0.46,49.58
YHR072W-A,0.71,46.81
YML058W-A,0.72,45.12
YBL059C-A,0.57,76.17
YHR132W-A,0.36,80.52
YBR058C-A,0.42,47.75
YBR085C-A,0.49,44.45
YER053C-A,0.66,45.54
YMR122W-A,0.78,28.6
YNR034W-A,0.52,24.42
YOR396W,0.45,39.2
YCL057C-A,0.55,54.34
YCL026C-B,0.69,41.65
YCL021W-A,0.5,56.54
YAL044W-A,0.49,46.78
YBL071W-A,0.47,62.6
YDL085C-A,0.66,48.12
YER014C-A,0.56,45.25
YBL029C-A,0.47,56.13
YBL108C-A,0.85,17.05
YBR103C-A,0.36,74.35
YBR191W-A,0.3,23.03
YBR233W-A,0.41,63.92
YCL001W-B,0.34,28.45
YCR038W-A,0.43,75.97
YDL114W-A,0.51,31.79
YDL159W-A,0.46,65.39
YDL185C-A,0.44,39.1
YDL240C-A,0.55,29.99
YDL247W-A,0.18,64.35
YDR079C-A,0.42,44.66
YDR320C-A,0.41,46.63
YDR379C-A,0.49,34.63
YFR012W-A,0.56,43.39
YGL258W-A,0.41,32.64
YGR271C-A,0.42,44.46
YJL052C-A,0.61,100.37
YJL062W-A,0.49,20.9
YJL127W-A,0.31,54.03
YJL156W-A,0.29,43.29
YKL018C-A,0.32,54.67
YKL106C-A,0.36,81.18
YKL165C-A,0.36,49.54
YLR099W-A,0.4,53.88
YLR149C-A,0.6,62.05
YLR363W-A,0.62,34.62
YML007C-A,0.52,56.93
YMR013W-A,0.43,11.26
YNL067W-A,0.3,70.56
YNL162W-A,0.44,50.3
YNR001W-A,0.34,38.52
YOL086W-A,0.54,47.44
YOL159C-A,0.39,42.26
YOR008W-B,0.31,25.68
YOR314W-A,0.4,24.1
YPR016W-A,0.41,42.59
YPR074W-A,0.33,78.23
YCR097W-A,0.38,33.4
YBR255C-A,0.54,50.18
YDR381C-A,0.43,38.38
YER074W-A,0.42,43.03
YKL138C-A,0.41,46.31
YLR154W-C,0.57,59.18
YPL096C-A,0.44,51.8
YPR036W-A,0.64,57.51
YER180C-A,0.42,57.59
YCL005W-A,0.55,57.86
YNL138W-A,0.44,43.91
YBR111W-A,0.45,24.76
YIL156W-B,0.43,30.51
YKR095W-A,0.42,32.54
YJR112W-A,0.47,30.13
YMR194C-B,0.3,59.09
YPR170W-B,0.54,31.12
YOR072W-B,0.36,30.83
YBL039W-B,0.39,46.42
YCL058W-A,0.45,37.14
YCR075W-A,0.5,32.66
YDL160C-A,0.37,33.65
YGR169C-A,0.42,60.7
YJL127C-B,0.51,42.33
YJR005C-A,0.59,57.03
YKL068W-A,0.45,43.26
YLR307C-A,0.49,61.86
YOR020W-A,0.43,22.99
YPL189C-A,0.45,47.43
YAL016C-B,0.58,47.07
YBL008W-A,0.43,69.21
YBL068W-A,0.57,23.13
YBR072C-A,0.46,102.98
YBR076C-A,0.39,53.33
YBR196C-A,0.46,76.38
YBR200W-A,0.38,47.16
YCR108C,0.47,60.93
YDL022C-A,0.43,39.83
YDR169C-A,0.55,72.84
YDR182W-A,0.49,13.28
YDR183C-A,0.39,48.2
YDR194W-A,0.3,58.16
YDR246W-A,0.33,89.98
YDR406W-A,0.41,21.58
YEL020C-B,0.54,38.19
YEL050W-A,0.37,54.31
YER078W-A,0.45,35.55
YFL041W-A,0.49,26.72
YGL041C-B,0.38,44.41
YGR121W-A,0.4,42.71
YGR240C-A,0.3,66.67
YHR086W-A,0.44,60.78
YHR175W-A,0.32,33.09
YHR180C-B,0.48,85.83
YHR180W-A,0.32,40.75
YIL134C-A,0.49,33.15
YJR151W-A,0.4,60.56
YKL183C-A,0.52,50.83
YLL006W-A,0.6,34.76
YLR154C-G,0.31,108.72
YLR154C-H,0.28,26.46
YLR154W-B,0.39,39.7
YLR156C-A,0.28,26.46
YLR157C-C,0.28,26.46
YLR159C-A,0.28,26.46
YLR162W-A,0.48,68.32
YLR222C-A,0.35,63.24
YLR285C-A,0.27,35.11
YLR342W-A,0.42,11.1
YLR412C-A,0.42,30.84
YML054C-A,0.49,32.66
YMR030W-A,0.35,25.43
YMR141W-A,0.41,45.94
YMR230W-A,0.47,39.13
YMR307C-A,0.4,33.96
YNL130C-A,0.43,53.92
YOL164W-A,0.49,13.73
YOR011W-A,0.41,22.14
YOR072W-A,0.31,98.08
YOR073W-A,0.42,76.98
YOR316C-A,0.43,64.65
YOR329W-A,0.4,37.44
YOR376W-A,0.39,50.25
YOR381W-A,0.5,65.04
YPL038W-A,0.43,27.19
YPL250W-A,0.53,16.8
YPR108W-A,0.37,41.78
YPR169W-A,0.49,43.34
YAL037C-B,0.61,29.62
YAL067W-A,0.32,62.86
YAL068W-A,0.42,72.13
YAR035C-A,0.24,129.41
YBL006W-A,0.48,47.1
YBL071C-B,0.39,34.95
YBL100W-C,0.39,73.76
YBL113W-A,0.46,52.89
YBR126W-A,0.57,39.45
YBR131C-A,0.25,103.64
YBR141W-A,0.31,106.76
YBR182C-A,0.44,27.36
YBR223W-A,0.22,42.31
YBR296C-A,0.41,5.73
YBR298C-A,0.41,44.59
YCR045W-A,0.54,48.23
YCR047W-A,0.5,39.88
YCR081C-A,0.44,22.35
YDL025W-A,0.68,25.04
YDL086C-A,0.47,53.1
YDL159C-B,0.49,29.08
YDR354C-A,0.47,82.59
YDR464C-A,0.34,48.8
YDR510C-A,0.29,23.85
YDR524C-A,0.58,7.04
YDR545C-A,0.46,53.34
YEL008C-A,0.45,63.05
YEL030C-A,0.44,44.57
YEL032C-A,0.34,60.67
YEL077W-A,0.46,50.48
YER023C-A,0.46,30.2
YER088W-B,0.43,32.69
YER158W-A,0.31,70.7
YER175W-A,0.37,76.55
YER190C-A,0.56,27.77
YER190C-B,0.46,52.89
YFL013W-A,0.49,50.85
YFL031C-A,0.32,56.8
YFR032C-B,0.43,45.37
YFR034W-A,0.42,51.79
YGL007C-A,0.33,77.81
YGL063C-A,0.3,46.8
YGL123C-A,0.37,46.11
YGL188C-A,0.49,22.47
YGR031C-A,0.44,58.74
YGR068W-A,0.52,37.06
YGR146C-A,0.35,51.95
YGR174W-A,0.26,33.77
YGR204C-A,0.47,26.13
YGR270C-A,0.58,24.63
YGR296C-A,0.56,27.77
YGR296C-B,0.46,52.89
YHL050W-A,0.45,50.77
YHR022C-A,0.43,17.78
YHR032C-A,0.32,59.67
YHR052W-A,0.48,62.8
YHR054W-A,0.48,62.8
YHR137C-A,0.45,31.32
YHR212W-A,0.32,51.71
YHR213W-A,0.4,32.81
YHR213W-B,0.42,37.34
YHR214C-D,0.43,14.5
YHR214C-E,0.39,25.28
YHR219C-A,0.46,53.18
YIL021C-A,0.51,35.33
YIL105W-A,0.37,47.72
YIL177W-A,0.47,51.19
YJL020W-A,0.46,57.98
YJL026C-A,0.41,35.32
YJL077W-A,0.46,38.11
YJL077W-B,0.57,23.4
YJL222W-A,0.39,62.05
YJL222W-B,0.5,46.92
YJL225W-A,0.47,51.19
YJR140W-A,0.34,38.07
YKL096C-B,0.38,28.33
YKL156C-A,0.39,28.52
YKR075W-A,0.51,15.27
YLL019W-A,0.35,99.39
YLL066W-A,0.45,53.18
YLL066W-B,0.59,30.59
YLL067W-A,0.45,53.18
YLR120W-A,0.34,3.94
YLR154W-A,0.39,54.12
YLR154W-E,0.4,55.76
YLR157W-D,0.46,64.84
YLR157W-E,0.46,95.14
YLR286W-A,0.54,47.65
YLR299C-A,0.52,50.89
YLR347W-A,0.44,14.32
YLR399W-A,0.42,37.78
YLR406C-A,0.29,15.9
YLR437C-A,0.41,27.7
YLR466C-A,0.46,52.89
YLR466C-B,0.5,47.23
YLR467C-A,0.46,52.89
YML100W-A,0.36,47.72
YML133W-A,0.56,27.77
YML133W-B,0.46,53.18
YMR001C-A,0.48,40.2
YMR105W-A,0.42,31.83
YMR182W-A,0.27,48.01
YMR242W-A,0.26,45.22
YMR272W-A,0.54,58.96
YMR272W-B,0.52,60.84
YMR315W-A,0.5,88.44
YNL024C-A,0.46,50.58
YNL097C-B,0.42,50.19
YNL097W-A,0.5,96.41
YNL103W-A,0.43,-2.42
YNL144W-A,0.5,43.89
YNL339W-A,0.56,27.77
YNL339W-B,0.46,53.18
YNR003W-A,0.55,73.07
YNR075C-A,0.31,55.24
YOL019W-A,0.55,72.97
YOL085W-A,0.48,60.69
YOL166W-A,0.38,58.12
YOR032W-A,0.45,62.74
YOR108C-A,0.58,25.65
YOR161C-C,0.37,80.76
YOR161W-A,0.46,54.68
YOR161W-B,0.39,49.27
YOR186C-A,0.36,69.41
YOR231C-A,0.39,66.66
YOR335W-A,0.32,49.09
YOR394C-A,0.39,41.11
YOR396C-A,0.46,52.89
YPL135C-A,0.38,43.34
YPL152W-A,0.45,56.67
YPL222C-A,0.28,52.55
YPL283W-A,0.56,27.77
YPL283W-B,0.46,52.89
YPR159C-A,0.4,44.29
YPR160C-A,0.43,43.39
YPR204C-A,0.46,52.89
YAL016C-A,0.49,41.11
YAL019W-A,0.49,62.24
YAL026C-A,0.4,43.77
YAL031W-A,0.47,53.62
YAL037C-A,0.44,50.04
YAL047W-A,0.45,40.93
YAL059C-A,0.55,44.28
YAR019W-A,0.39,33.53
YBR056W-A,0.54,64.62
YBR109W-A,0.48,36.48
YBR126W-B,0.44,36.1
YDR524C-B,0.95,-13.43
YDR524W-C,0.43,43.46
YEL009C-A,0.48,53.1
YEL018C-A,0.45,57.99
YEL034C-A,0.52,28.56
YEL053W-A,0.4,33.65
YER006C-A,0.39,51.12
YER038W-A,0.55,41.75
YER046W-A,0.39,46.37
YER067C-A,0.44,22.32
YER068C-A,0.37,11.31
YER076W-A,0.4,58.9
YER079C-A,0.35,32.72
YER084W-A,0.46,45.1
YER087C-A,0.35,37.87
YER088C-A,0.48,58.89
YER107W-A,0.42,29.88
YER133W-A,0.4,55.9
YER137W-A,0.41,50.11
YER145C-A,0.4,52.01
YER147C-A,0.4,44.97
YER148W-A,0.41,55.47
YER152W-A,0.42,53.11
YER165C-A,0.53,36.73
YER172C-A,0.42,47.89
YER188C-A,0.38,53.37
YFL015W-A,0.32,27.73
YFL021C-A,0.33,44.78
YFR036W-A,0.46,64.59
YFR052C-A,0.32,41.47
YGL006W-A,0.35,49.67
YHL002C-A,0.47,48.14
YHL006W-A,0.42,60.83
YHL019W-A,0.47,53.92
YHL030W-A,0.52,57.16
YHL034W-A,0.34,44.95
YHL046W-A,0.43,44.06
YHR028W-A,0.41,64.01
YHR056W-A,0.46,52.21
YHR063W-A,0.33,38.77
YHR069C-A,0.45,23.54
YHR070C-A,0.4,20.6
YHR071C-A,0.34,33.45
YHR131W-A,0.42,56.39
YHR165W-A,0.47,64.19
YHR182C-A,0.59,28.62
YHR193C-A,0.38,40.26
YHR218W-A,0.43,48.13
YIL020C-A,0.43,57.06
YIL029W-A,0.37,60.56
YIL030W-A,0.35,54.43
YIL047C-A,0.35,47.39
YIL066W-A,0.45,41.28
YIL068W-A,0.41,42.95
YIL071W-A,0.3,49.93
YIL100C-A,0.36,62.37
YIL115W-A,0.46,46.55
YIL142C-A,0.4,33.78
YIL156W-A,0.44,51.99
YIL171W-A,0.44,28.26
YIR017W-A,0.45,55.33
YIR020C-B,0.42,34.18
YIR023C-A,0.41,42.87
YIR030W-A,0.4,44.37
YIR036W-A,0.48,50.18
YJL047C-A,0.45,31.56
YJL133C-A,0.69,43.3
YJL136W-A,0.29,63.89
YLR264C-A,0.39,7.29
YML031C-A,0.51,49.8
YNL067W-B,0.37,20.4
YOL013W-A,0.47,61.83
YOL038C-A,0.36,43.78
YAL063C-A,0.48,47.18
YBL039C-A,0.41,64.85
YBR121C-A,0.43,37.68
YBR196C-B,0.44,22.3
YBR221W-A,0.44,47.9
YCR024C-B,0.46,33.19
YDR003W-A,0.46,35.56
YDR118W-A,0.4,64.46
YDR320W-B,0.43,28.18
YDR371C-A,0.65,29.13
YFR009W-A,0.35,27.53
YFR010W-A,0.45,27.0
YGL014C-A,0.54,64.37
YGL041W-A,0.5,52.55
YGR035W-A,0.39,9.1
YHL015W-A,0.6,31.97
YHL048C-A,0.37,55.71
YHR007C-A,0.46,54.83
YHR032W-A,0.32,17.21
YHR050W-A,0.34,37.06
YHR073C-B,0.28,52.07
YHR073W-A,0.34,59.6
YIL002W-A,0.46,34.87
YIL046W-A,0.4,27.66
YIR018C-A,0.38,59.18
YIR021W-A,0.48,37.92
YJL197C-A,0.36,8.3
YKL100W-A,0.39,37.64
YKL145W-A,0.25,42.87
YLR154W-F,0.38,55.97
YLR163W-A,0.34,21.76
YLR361C-A,0.4,48.99
YLR364C-A,0.44,42.74
YMR013C-A,0.41,24.36
YMR175W-A,0.41,67.64
YMR247W-A,0.46,27.92
YNL042W-B,0.45,37.55
YNL146C-A,0.44,29.81
YNL277W-A,0.25,60.75
YOL083C-A,0.48,29.33
YOL097W-A,0.38,20.14
YOL155W-A,0.36,34.63
YOR034C-A,0.43,24.25
YOR192C-C,0.48,66.3
YOR293C-A,0.28,49.7
YPL119C-A,0.37,54.89
YPR160W-A,0.55,57.66
YPR170W-A,0.44,34.36
R0010W,0.39,40.13
R0030W,0.4,57.07
R0020C,0.41,39.72
R0040C,0.45,55.44
YHR199C-A,0.31,84.33
YCL012C,0.47,35.2
YBR230W-A,0.47,31.67
YCR095W-A,0.3,37.15
YER090C-A,0.5,31.34
YGR161W-C,0.38,54.51
YBR201C-A,0.47,45.29
YBR056C-B,0.52,128.57
YGL194C-A,0.44,34.68
YCL048W-A,0.62,16.41
YDR461C-A,0.44,44.38
YDR374W-A,0.38,70.44
YDR119W-A,0.61,48.4
YDL007C-A,0.36,56.56
YKL023C-A,0.45,35.32
YKL065W-A,0.43,56.14
YLR146W-A,0.4,37.45
YIL102C-A,0.44,37.03
YPR145C-A,0.32,69.72
YDR014W-A,0.5,68.4
YPR010C-A,0.47,17.44
YCL054W-A,0.56,81.91
