ORF,gravy score,aliphatic index
YPL021W,-0.7,61.74
YPL022W,-0.51,88.05
YPL023C,-0.34,82.78
YPL024W,-0.43,84.32
YPL025C,-0.32,60.66
YPL026C,-0.46,80.8
YPL027W,-0.74,61.47
YPL028W,0.01,93.0
YPL029W,-0.31,86.48
YPL030W,-0.45,80.21
YPL031C,-0.38,85.59
YPL032C,-0.64,72.07
YPL033C,-0.09,100.13
YPL034W,-0.54,80.18
YPL035C,0.48,98.5
YPL036W,0.14,97.67
YPL037C,-0.56,77.53
YPL038W,-0.53,84.51
YPL039W,-0.42,74.28
YPL040C,-0.43,86.54
YPL041C,-0.01,94.29
YPL042C,-0.51,75.87
YPL043W,-0.96,61.41
YPL044C,0.59,102.63
YPL045W,-0.26,92.73
YPL046C,-0.33,88.02
YPL047W,-0.61,86.46
YPL048W,-0.47,70.42
YPL049C,-0.98,45.8
YPL050C,-0.42,79.83
YPL051W,-0.34,90.22
YPL052W,-0.29,99.72
YPL053C,-0.49,66.41
YPL054W,-0.76,49.85
YPL055C,-1.34,37.98
YPL056C,0.37,100.16
YPL057C,-0.24,86.54
YPL058C,-0.09,79.58
YPL059W,-0.26,82.11
YPL060W,-0.12,106.47
YPL061W,-0.14,85.04
YPL062W,-0.46,78.34
YPL063W,-0.75,68.3
YPL064C,-0.81,69.16
YPL065W,-0.42,92.32
YPL066W,-0.49,81.06
YPL067C,-0.43,77.81
YPL068C,-0.62,85.99
YPL069C,-0.21,106.14
YPL070W,-0.59,75.49
YPL071C,-0.9,69.52
YPL072W,-0.45,86.63
YPL073C,0.32,104.53
YPL074W,-0.71,78.37
YPL075W,-0.57,76.61
YPL076W,0.39,110.65
YPL077C,-0.95,64.87
YPL078C,-0.13,96.17
YPL079W,-0.62,68.01
YPL080C,-0.35,70.23
YPL081W,-0.65,79.0
YPL082C,-0.22,96.3
YPL083C,-0.76,61.02
YPL084W,-0.6,75.83
YPL085W,-0.76,67.33
YPL086C,-0.53,76.44
YPL087W,0.4,104.24
YPL088W,-0.36,86.49
YPL089C,-1.04,49.17
YPL090C,-0.77,76.14
YPL091W,-0.3,83.1
YPL092W,0.53,100.78
YPL093W,-0.63,75.99
YPL094C,-0.27,83.65
YPL095C,-0.4,73.28
YPL096W,-0.69,66.13
YPL097W,-0.23,91.93
YPL098C,-0.2,71.05
YPL099C,-0.68,83.23
YPL100W,-0.48,73.91
YPL101W,-0.5,83.11
YPL102C,0.54,105.59
YPL103C,-0.39,79.38
YPL104W,-0.45,78.41
YPL105C,-0.83,64.35
YPL106C,-0.51,76.82
YPL107W,-0.89,62.81
YPL108W,-0.91,58.56
YPL109C,-0.14,94.51
YPL110C,-0.33,90.03
YPL111W,-0.03,95.47
YPL112C,-0.27,97.24
YPL113C,-0.22,84.22
YPL114W,0.39,90.36
YPL115C,-0.53,80.0
YPL116W,-0.62,66.11
YPL117C,-0.59,73.16
YPL118W,-0.58,76.58
YPL119C,-0.56,67.09
YPL120W,-0.64,87.68
YPL121C,-1.03,74.08
YPL122C,-0.24,95.17
YPL123C,-0.65,66.47
YPL124W,-1.14,58.58
YPL125W,-0.08,102.98
YPL126W,-0.33,88.89
YPL127C,-0.75,63.63
YPL128C,-0.48,81.41
YPL129W,-0.42,85.51
YPL130W,-0.21,92.93
YPL131W,-0.63,66.27
YPL132W,-0.21,79.81
YPL133C,-0.58,69.33
YPL134C,0.12,91.83
YPL135W,-0.04,91.31
YPL136W,0.63,126.8
YPL137C,-0.47,81.54
YPL138C,-0.74,66.69
YPL139C,-0.21,85.96
YPL140C,-0.5,75.04
YPL141C,-0.77,66.41
YPL142C,-0.24,92.06
YPL143W,-0.44,74.17
YPL144W,-0.09,99.42
YPL145C,-0.53,74.55
YPL146C,-1.21,68.73
YPL147W,-0.11,98.58
YPL148C,-0.26,79.45
YPL149W,-0.02,93.37
YPL150W,-0.67,74.04
YPL151C,-0.42,76.55
YPL152W,-0.39,75.83
YPL153C,-0.5,80.56
YPL154C,-0.19,81.25
YPL155C,-0.64,74.79
YPL156C,-0.37,92.66
YPL157W,-0.57,65.43
YPL158C,-0.84,65.33
YPL159C,-0.87,65.91
YPL160W,-0.44,71.52
YPL161C,0.01,111.09
YPL162C,0.31,108.14
YPL163C,-0.08,69.97
YPL164C,-0.27,87.33
YPL165C,-0.31,74.01
YPL166W,-0.86,72.67
YPL167C,-0.42,79.82
YPL168W,-0.55,81.03
YPL169C,-0.37,79.33
YPL170W,-0.55,67.68
YPL171C,-0.44,74.01
YPL172C,-0.07,83.53
YPL173W,-0.61,71.5
YPL174C,-0.48,98.8
YPL175W,0.01,94.82
YPL176C,-0.25,84.68
YPL177C,-0.86,62.85
YPL178W,-0.7,57.63
YPL179W,-0.51,70.81
YPL180W,-1.01,59.69
YPL181W,-1.19,47.19
YPL182C,0.62,111.56
YPL183C,-0.16,91.03
YPL184C,-0.48,72.01
YPL185W,0.17,82.92
YPL186C,-1.24,43.29
YPL187W,-0.37,70.51
YPL188W,-0.3,87.25
YPL189W,0.21,93.61
YPL190C,-1.22,49.08
YPL191C,-0.4,90.51
YPL192C,-0.77,67.08
YPL193W,-1.14,58.42
YPL194W,-0.64,71.9
YPL195W,-0.37,91.77
YPL196W,-0.65,65.09
YPL197C,-0.05,98.17
YPL198W,-0.44,86.24
YPL199C,-0.8,68.23
YPL200W,0.19,106.02
YPL201C,-0.39,84.1
YPL202C,-0.62,73.54
YPL203W,-0.45,79.01
YPL204W,-0.78,67.29
YPL205C,-0.22,45.98
YPL206C,0.17,99.98
YPL207W,-0.45,72.63
YPL208W,-0.32,87.31
YPL209C,-0.66,79.3
YPL210C,-0.5,89.87
YPL211W,-0.15,85.2
YPL212C,-0.78,63.85
YPL213W,-0.43,95.8
YPL214C,0.01,93.6
YPL215W,-0.56,69.5
YPL216W,-0.52,80.12
YPL217C,-0.84,63.76
YPL218W,0.0,95.48
YPL219W,-0.65,78.4
YPL220W,-0.27,89.03
YPL221W,0.11,85.89
YPL222W,-0.35,75.35
YPL223C,-1.85,21.58
YPL224C,-0.15,94.05
YPL225W,-0.63,59.4
YPL226W,-0.52,81.19
YPL227C,0.02,100.23
YPL228W,-0.84,71.44
YPL229W,-0.81,54.83
YPL230W,-1.01,43.63
YPL231W,-0.29,81.84
YPL232W,-0.58,83.5
YPL233W,-0.86,72.71
YPL234C,1.07,126.55
YPL235W,-0.27,91.79
YPL236C,-0.09,96.72
YPL237W,-0.68,70.33
YPL238C,0.66,76.76
YPL239W,-0.67,76.57
YPL240C,-0.58,80.97
YPL241C,-0.44,76.38
YPL242C,-0.42,84.27
YPL243W,-0.51,91.6
YPL244C,0.38,101.96
YPL245W,-0.54,76.17
YPL246C,0.4,108.02
YPL247C,-0.46,68.69
YPL248C,-0.33,81.39
YPL249C,-0.76,73.7
YPL250C,-0.4,52.51
YPL251W,0.19,73.55
YPL252C,-0.33,80.49
YPL253C,-0.76,80.65
YPL254W,-0.56,83.78
YPL255W,-1.16,59.94
YPL256C,-0.43,77.58
YPL257W,0.36,103.17
YPL258C,-0.16,89.7
YPL259C,-0.36,87.75
YPL260W,-0.71,87.92
YPL261C,0.51,108.35
YPL262W,-0.21,84.92
YPL263C,-1.08,57.22
YPL264C,0.54,113.54
YPL265W,0.29,93.22
YPL266W,-0.3,83.98
YPL267W,-0.81,73.86
YPL268W,-0.42,81.69
YPL269W,-0.57,86.08
YPL270W,-0.09,95.82
YPL271W,-0.37,65.9
YPL272C,-0.31,82.54
YPL273W,-0.31,84.69
YPL274W,0.41,98.55
YPL275W,-0.43,82.03
YPL276W,-0.16,98.04
YPL277C,-0.32,81.42
YPL278C,-0.66,64.82
YPL279C,0.43,92.9
YPL280W,-0.15,82.55
YPL281C,-0.15,89.22
YPL282C,0.26,95.93
YPL283C,-0.37,76.19
YPR001W,-0.12,92.82
YPR002W,-0.19,88.89
YPR003C,0.15,97.56
YPR004C,0.06,104.56
YPR005C,-0.76,62.69
YPR006C,-0.4,71.95
YPR007C,-0.77,69.37
YPR008W,-0.86,59.47
YPR009W,-0.5,71.11
YPR010C,-0.39,78.41
YPR011C,0.03,92.18
YPR012W,0.11,116.19
YPR013C,-0.64,59.26
YPR014C,0.27,100.82
YPR015C,-0.56,63.38
YPR016C,-0.01,101.04
YPR017C,-0.25,88.03
YPR018W,-1.17,60.66
YPR019W,-0.52,83.61
YPR020W,-0.14,100.76
YPR021C,-0.45,80.77
YPR022C,-0.66,69.1
YPR023C,-0.59,79.23
YPR024W,-0.35,79.34
YPR025C,-0.61,76.06
YPR026W,-0.39,83.18
YPR027C,-0.12,94.0
YPR028W,0.29,104.65
YPR029C,-0.14,108.85
YPR030W,-0.69,67.5
YPR031W,-0.46,74.59
YPR032W,-0.23,84.51
YPR033C,-0.28,84.04
YPR034W,-0.37,79.51
YPR035W,-0.57,61.93
YPR036W,-0.13,109.13
YPR037C,-0.39,76.94
YPR038W,0.76,100.11
YPR039W,-0.14,65.57
YPR040W,-0.6,80.28
YPR041W,-0.54,80.44
YPR042C,-0.56,79.34
YPR043W,-0.38,61.05
YPR044C,-0.15,88.64
YPR045C,-0.58,74.57
YPR046W,-0.53,104.16
YPR047W,-0.53,79.67
YPR048W,-0.48,80.46
YPR049C,-0.48,86.42
YPR050C,0.44,87.02
YPR051W,-0.22,85.91
YPR052C,-1.3,43.13
YPR053C,-0.06,78.03
YPR054W,-0.1,91.85
YPR055W,-0.37,93.48
YPR056W,-0.08,91.45
YPR057W,-0.53,86.24
YPR058W,-0.04,86.02
YPR059C,0.08,91.12
YPR060C,-0.43,86.86
YPR061C,-0.71,67.95
YPR062W,-0.45,68.41
YPR063C,-0.05,81.84
YPR064W,0.42,83.77
YPR065W,-0.9,70.38
YPR066W,0.14,95.03
YPR067W,-0.43,86.8
YPR068C,-0.49,78.71
YPR069C,-0.29,80.87
YPR070W,-0.56,77.21
YPR071W,-0.16,77.02
YPR072W,-1.05,59.19
YPR073C,-0.65,64.67
YPR074C,-0.21,82.11
YPR075C,-0.69,66.97
YPR076W,-0.17,92.65
YPR077C,0.12,109.09
YPR078C,-0.89,65.67
YPR079W,-0.5,77.82
YPR080W,-0.3,79.3
YPR081C,-0.4,79.65
YPR082C,-0.24,79.65
YPR083W,-0.6,81.74
YPR084W,-0.36,89.5
YPR085C,-0.2,91.19
YPR086W,-0.31,86.67
YPR087W,0.64,80.25
YPR088C,-0.34,67.5
YPR089W,-0.54,80.65
YPR091C,-0.61,76.47
YPR092W,-0.69,66.22
YPR093C,-0.55,75.55
YPR094W,-0.47,67.91
YPR095C,-0.65,69.29
YPR096C,-0.72,62.53
YPR097W,-0.51,79.13
YPR098C,0.37,100.55
YPR099C,0.07,72.33
YPR100W,-0.54,77.88
YPR101W,-0.9,79.92
YPR102C,-0.62,72.06
YPR103W,-0.23,78.21
YPR104C,-0.9,65.21
YPR105C,-0.27,95.5
YPR106W,-0.16,87.61
YPR107C,-0.77,55.24
YPR108W,-0.4,86.01
YPR109W,-0.08,93.59
YPR110C,-0.37,79.41
YPR111W,-0.67,67.38
YPR112C,-0.84,67.37
YPR113W,0.1,81.46
YPR114W,0.33,101.44
YPR115W,-0.71,67.98
YPR116W,-0.25,95.57
YPR117W,-0.25,88.66
YPR118W,-0.04,100.03
YPR119W,-0.57,79.1
YPR120C,-0.58,75.54
YPR121W,-0.04,91.65
YPR122W,-0.25,87.05
YPR123C,1.17,169.41
YPR124W,-0.23,60.03
YPR125W,-0.48,89.14
YPR126C,1.09,131.28
YPR127W,-0.27,83.89
YPR128C,0.13,96.63
YPR129W,-1.23,39.15
YPR130C,0.7,134.46
YPR131C,-0.48,62.71
YPR132W,-0.61,76.71
YPR133C,-0.97,69.43
YPR134W,-0.53,75.16
YPR135W,-0.4,79.73
YPR136C,0.45,90.92
YPR137W,-0.68,72.83
YPR138C,0.32,91.15
YPR139C,-0.12,98.01
YPR140W,-0.47,74.32
YPR141C,-0.78,79.88
YPR142C,0.56,101.34
YPR143W,-1.26,61.4
YPR144C,-0.17,91.49
YPR145W,-0.37,74.86
YPR146C,0.5,94.51
YPR147C,-0.05,87.49
YPR148C,-0.9,62.88
YPR149W,0.58,97.79
YPR150W,0.7,101.89
YPR151C,-0.79,64.06
YPR152C,-0.9,68.71
YPR153W,0.64,92.84
YPR154W,-0.8,61.21
YPR155C,-0.13,101.2
YPR156C,0.23,91.54
YPR157W,-0.42,73.6
YPR158W,-0.48,89.71
YPR159W,-0.55,62.47
YPR160W,-0.39,81.83
YPR161C,-0.78,65.94
YPR162C,-0.29,92.79
YPR163C,-1.1,51.0
YPR164W,-0.26,91.04
YPR165W,-0.29,83.71
YPR166C,-0.5,80.0
YPR167C,-0.6,77.42
YPR168W,-0.72,80.42
YPR169W,-0.61,81.55
YPR170C,-0.13,61.89
YPR171W,-1.0,67.45
YPR172W,-0.41,84.14
YPR173C,-0.54,76.49
YPR174C,-0.89,69.2
YPR175W,-0.41,82.43
YPR176C,-0.05,91.19
YPR177C,0.32,72.09
YPR178W,-0.46,87.52
YPR179C,-0.62,82.59
YPR180W,-0.16,98.41
YPR181C,-0.21,82.22
YPR182W,-0.23,85.41
YPR183W,-0.03,88.83
YPR184W,-0.4,78.77
YPR185W,-0.85,67.44
YPR186C,-0.92,63.98
YPR187W,-0.88,61.68
YPR188C,-0.59,74.86
YPR189W,-0.29,92.64
YPR190C,-0.36,93.61
YPR191W,-0.15,93.91
YPR192W,0.35,88.27
YPR193C,-0.58,63.3
YPR194C,0.12,84.14
YPR195C,-0.13,82.43
YPR196W,-0.22,83.67
YPR197C,0.06,91.92
YPR198W,0.66,110.41
YPR199C,-0.37,75.55
YPR200C,-0.31,78.51
YPR201W,0.61,116.71
YPR202W,-0.43,74.04
YPR203W,-0.28,80.81
YPR204W,-0.41,72.71
YEL077C,-0.44,71.28
YLR390W-A,-0.11,62.13
YDL045W-A,-0.55,78.61
YOR008C-A,0.45,104.55
YIL009C-A,-0.09,86.43
YPR133W-A,-0.64,62.01
YLR438C-A,-0.17,102.2
YKR035W-A,-0.75,73.91
YFL034C-A,-0.54,78.0
YFR032C-A,-1.37,40.28
YPL249C-A,-0.56,78.49
YCR020W-B,-0.89,75.88
YCL001W-A,-0.38,89.19
YCR028C-A,-0.68,61.18
YCR087C-A,-1.17,48.82
YPL183W-A,-0.17,74.86
YLR035C-A,-0.63,77.41
YER039C-A,0.66,100.33
YDR170W-A,-0.78,57.21
YBL091C-A,-0.21,96.12
YBL107W-A,0.87,143.24
YCR018C-A,0.71,134.71
YCR102W-A,-0.23,67.27
YDL130W-A,-1.14,70.6
YDR034C-A,0.61,113.45
YDR034W-B,-0.25,52.61
YDR363W-A,-1.24,54.18
YDR525W-A,0.5,105.41
YER048W-A,-0.76,60.24
YER091C-A,-0.59,52.24
YER138W-A,0.87,146.83
YGR122C-A,0.59,105.87
YIR020W-A,-0.45,67.49
YKL033W-A,-0.21,93.75
YKL053C-A,-0.68,49.51
YKL162C-A,-0.14,95.63
YLL018C-A,-0.92,53.49
YLR262C-A,-1.18,49.37
YML081C-A,-0.17,60.83
YMR046W-A,0.42,97.73
YMR158C-A,-0.31,73.7
YMR194C-A,0.05,82.98
YNR032C-A,-0.2,110.32
YOL013W-B,0.89,130.47
YOR298C-A,-0.89,71.01
YPR002C-A,0.59,136.1
YDR322C-A,-0.37,83.85
YEL020W-A,-0.85,50.78
Q0010,0.92,110.74
Q0017,-0.09,87.64
Q0032,0.29,73.04
Q0045,0.74,111.72
Q0050,-0.33,78.81
Q0055,-0.23,85.69
Q0060,-0.3,82.44
Q0065,0.13,93.52
Q0070,0.29,98.3
Q0075,-0.36,84.33
Q0080,1.24,131.08
Q0085,1.1,137.83
Q0092,0.71,59.97
Q0105,0.83,111.84
Q0110,0.05,86.89
Q0115,0.01,88.98
Q0120,-0.02,87.51
Q0130,1.45,150.81
Q0140,-0.79,81.18
Q0142,-0.18,49.15
Q0143,0.13,108.85
Q0144,0.71,95.67
Q0160,-0.38,83.33
Q0182,-0.11,57.55
Q0250,0.35,107.88
Q0255,-0.51,81.51
Q0275,0.69,107.33
Q0297,-1.21,27.02
YOL077W-A,-0.44,81.52
YDR034C-C,-0.79,63.42
YDR034C-D,-0.69,74.11
YGR109W-A,-0.77,60.07
YGR109W-B,-0.52,78.27
YJR135W-A,-0.51,74.95
YOL103W-A,-0.81,55.17
YOL103W-B,-0.65,73.17
YOR142W-A,-0.82,55.07
YOR142W-B,-0.64,73.67
YOR192C-A,-0.8,61.13
YOR192C-B,-0.7,73.48
YOR343W-A,-0.84,60.09
YOR343W-B,-0.71,73.16
YPL257W-A,-0.81,55.23
YPL257W-B,-0.65,73.18
YPR137C-A,-0.84,53.61
YPR137C-B,-0.66,72.55
YPR158C-C,-0.8,55.22
YPR158C-D,-0.65,73.26
YPR158W-A,-0.82,55.07
YPR158W-B,-0.65,73.08
YGR161C-C,-0.82,55.04
YGR161C-D,-0.64,73.62
YGR161W-A,-0.8,62.13
YGR161W-B,-0.69,73.75
YHL009W-A,-0.66,83.66
YHL009W-B,-0.71,78.68
YLR157C-A,-0.81,55.23
YLR157C-B,-0.65,73.19
YLR227W-A,-0.81,55.19
YLR227W-B,-0.65,73.17
YLR256W-A,-0.81,55.18
YLR410W-A,-0.79,63.31
YLR410W-B,-0.7,73.79
YML045W-A,-0.81,55.94
YNL054W-A,-0.84,55.23
YNL054W-B,-0.66,73.06
YNL284C-A,-0.86,51.0
YNL284C-B,-0.65,72.36
YPL060C-A,,
YDR098C-A,-0.82,55.12
YDR098C-B,-0.66,72.68
YDR210W-A,-0.83,61.01
YDR210W-B,-0.7,73.58
YDR261C-C,-0.83,54.27
YDR261C-D,-0.69,70.88
YDR261W-A,-0.8,62.32
YDR261W-B,-0.69,74.43
YDR316W-A,-0.82,55.04
YDR316W-B,-0.65,73.12
YDR365W-A,-0.81,55.23
YDR365W-B,-0.65,73.0
YER137C-A,-0.81,55.23
YER159C-A,-0.82,55.04
YFL002W-B,-0.8,62.13
YGR027W-A,-0.83,54.53
YGR027W-B,-0.65,73.37
YGR038C-A,-0.82,55.14
YGR038C-B,-0.65,73.16
YDR210C-C,-0.81,55.87
YDR210C-D,-0.65,73.04
YHR214C-C,-0.76,58.11
YHR072W-A,-0.79,61.63
YML058W-A,-0.39,77.7
YBL059C-A,-1.15,63.91
YHR132W-A,-0.86,68.12
YBR058C-A,0.27,82.58
YBR085C-A,-0.41,80.85
YER053C-A,0.38,81.91
YMR122W-A,0.41,77.1
YNR034W-A,-0.17,90.0
YOR396W,-0.37,76.24
YCL057C-A,-0.06,72.0
YCL026C-B,-0.2,77.79
YCL021W-A,-0.05,87.52
YAL044W-A,-0.62,62.3
YBL071W-A,-0.22,60.17
YDL085C-A,-1.8,42.19
YER014C-A,-0.04,69.36
YBL029C-A,-0.52,62.89
YBL108C-A,0.15,96.98
YBR103C-A,-0.67,47.2
YBR191W-A,0.74,94.27
YBR233W-A,-0.77,95.3
YCL001W-B,-0.65,89.52
YCR038W-A,0.21,97.06
YDL114W-A,0.35,68.0
YDL159W-A,0.64,101.0
YDL185C-A,0.08,76.87
YDL240C-A,0.13,75.27
YDL247W-A,-0.71,75.33
YDR079C-A,-0.36,102.24
YDR320C-A,-0.49,96.87
YDR379C-A,-0.76,75.87
YFR012W-A,-1.41,27.84
YGL258W-A,-0.06,91.71
YGR271C-A,-0.9,80.99
YJL052C-A,-0.12,76.97
YJL062W-A,-0.48,69.52
YJL127W-A,0.25,70.08
YJL156W-A,0.03,82.35
YKL018C-A,-0.48,65.64
YKL106C-A,-0.27,79.95
YKL165C-A,-0.1,77.14
YLR099W-A,-0.34,98.43
YLR149C-A,-0.42,53.04
YLR363W-A,-1.26,73.47
YML007C-A,1.02,134.56
YMR013W-A,0.41,91.93
YNL067W-A,-0.16,59.81
YNL162W-A,-0.45,79.45
YNR001W-A,-0.89,37.86
YOL086W-A,-0.62,88.8
YOL159C-A,-0.5,76.54
YOR008W-B,-0.97,42.13
YOR314W-A,0.59,101.53
YPR016W-A,-0.1,83.48
YPR074W-A,-0.98,55.15
YCR097W-A,1.01,124.75
YBR255C-A,-0.33,76.48
YDR381C-A,-0.75,72.32
YER074W-A,0.8,154.29
YKL138C-A,-0.8,74.33
YLR154W-C,-0.81,32.15
YPL096C-A,0.5,97.51
YPR036W-A,0.01,103.51
YER180C-A,-1.0,69.28
YCL005W-A,0.84,99.97
YNL138W-A,-1.03,73.83
YBR111W-A,-0.5,87.82
YIL156W-B,-0.01,93.96
YKR095W-A,-0.18,98.71
YJR112W-A,0.4,91.55
YMR194C-B,-0.55,66.14
YPR170W-B,0.69,102.56
YOR072W-B,0.32,77.59
YBL039W-B,-0.09,55.34
YCL058W-A,-0.95,68.22
YCR075W-A,-0.25,92.04
YDL160C-A,-0.19,112.66
YGR169C-A,-1.68,35.35
YJL127C-B,0.49,92.34
YJR005C-A,-1.66,42.93
YKL068W-A,-0.74,56.99
YLR307C-A,-0.27,83.27
YOR020W-A,-0.62,57.44
YPL189C-A,-0.07,94.84
YAL016C-B,0.01,98.11
YBL008W-A,-0.02,90.34
YBL068W-A,-0.55,49.18
YBR072C-A,-0.45,90.59
YBR076C-A,0.57,98.54
YBR196C-A,0.81,82.97
YBR200W-A,0.31,91.89
YCR108C,-0.41,67.61
YDL022C-A,-0.03,67.1
YDR169C-A,-0.61,54.98
YDR182W-A,0.24,98.87
YDR183C-A,0.0,63.7
YDR194W-A,0.02,85.02
YDR246W-A,-0.39,65.8
YDR406W-A,0.68,104.29
YEL020C-B,0.48,76.98
YEL050W-A,0.8,114.03
YER078W-A,0.86,132.18
YFL041W-A,-0.36,87.95
YGL041C-B,1.15,121.64
YGR121W-A,-0.03,79.05
YGR240C-A,-0.1,80.64
YHR086W-A,0.22,71.04
YHR175W-A,0.73,110.55
YHR180C-B,0.04,102.81
YHR180W-A,1.07,114.81
YIL134C-A,0.72,112.3
YJR151W-A,0.79,111.53
YKL183C-A,0.42,82.06
YLL006W-A,0.47,98.44
YLR154C-G,-0.61,60.7
YLR154C-H,-0.18,57.23
YLR154W-B,0.02,124.08
YLR156C-A,-0.18,57.23
YLR157C-C,-0.18,57.23
YLR159C-A,-0.18,57.23
YLR162W-A,-0.24,82.5
YLR222C-A,-0.29,52.77
YLR285C-A,0.22,83.8
YLR342W-A,0.79,115.9
YLR412C-A,-1.43,45.42
YML054C-A,0.07,74.43
YMR030W-A,0.33,102.69
YMR141W-A,0.72,130.63
YMR230W-A,0.9,104.32
YMR307C-A,-0.03,92.69
YNL130C-A,-0.01,62.29
YOL164W-A,0.54,117.33
YOR011W-A,-0.36,61.85
YOR072W-A,-1.06,38.96
YOR073W-A,0.35,108.92
YOR316C-A,-0.45,77.3
YOR329W-A,0.54,94.54
YOR376W-A,-0.23,55.28
YOR381W-A,-1.05,61.06
YPL038W-A,-0.52,52.35
YPL250W-A,-0.19,82.2
YPR108W-A,0.4,121.8
YPR169W-A,0.42,86.78
YAL037C-B,-0.22,79.38
YAL067W-A,0.23,102.53
YAL068W-A,-0.11,83.5
YAR035C-A,-1.1,53.06
YBL006W-A,-0.91,32.11
YBL071C-B,0.15,100.87
YBL100W-C,-0.45,72.66
YBL113W-A,0.36,99.78
YBR126W-A,-0.34,76.29
YBR131C-A,-0.81,57.69
YBR141W-A,-0.09,67.65
YBR182C-A,-0.06,85.34
YBR223W-A,0.28,94.51
YBR296C-A,-0.26,85.61
YBR298C-A,-0.02,104.79
YCR045W-A,0.28,92.1
YCR047W-A,0.19,88.64
YCR081C-A,0.75,112.94
YDL025W-A,0.54,102.62
YDL086C-A,-0.12,85.17
YDL159C-B,0.98,99.47
YDR354C-A,0.17,112.17
YDR464C-A,0.38,67.97
YDR510C-A,0.55,95.92
YDR524C-A,2.05,150.82
YDR545C-A,0.35,102.31
YEL008C-A,-0.34,84.72
YEL030C-A,0.53,120.36
YEL032C-A,-0.37,68.95
YEL077W-A,0.39,101.31
YER023C-A,-0.01,74.84
YER088W-B,-1.07,16.71
YER158W-A,0.58,116.82
YER175W-A,0.09,93.06
YER190C-A,0.48,92.6
YER190C-B,0.36,99.03
YFL013W-A,0.64,98.02
YFL031C-A,-0.23,81.33
YFR032C-B,-0.03,88.41
YFR034W-A,-0.96,48.43
YGL007C-A,0.62,129.52
YGL063C-A,-0.24,80.72
YGL123C-A,0.4,92.94
YGL188C-A,-1.02,63.65
YGR031C-A,0.31,91.33
YGR068W-A,0.28,90.4
YGR146C-A,0.96,75.09
YGR174W-A,0.11,81.84
YGR204C-A,0.69,96.48
YGR270C-A,1.08,103.21
YGR296C-A,0.48,92.6
YGR296C-B,0.36,99.03
YHL050W-A,0.34,101.35
YHR022C-A,0.0,58.16
YHR032C-A,0.29,76.52
YHR052W-A,0.18,74.23
YHR054W-A,0.18,74.23
YHR137C-A,-0.01,87.84
YHR212W-A,-0.16,59.43
YHR213W-A,0.56,95.39
YHR213W-B,-0.29,56.29
YHR214C-D,0.96,130.62
YHR214C-E,0.4,104.16
YHR219C-A,0.3,96.52
YIL021C-A,0.38,84.3
YIL105W-A,-0.17,58.09
YIL177W-A,0.36,99.01
YJL020W-A,0.27,76.86
YJL026C-A,-0.53,58.84
YJL077W-A,0.61,89.97
YJL077W-B,-0.29,80.17
YJL222W-A,0.14,93.77
YJL222W-B,0.3,74.01
YJL225W-A,0.36,99.01
YJR140W-A,-0.2,48.38
YKL096C-B,-0.01,79.59
YKL156C-A,-0.17,60.31
YKR075W-A,0.56,84.97
YLL019W-A,-0.61,45.48
YLL066W-A,0.31,99.07
YLL066W-B,-0.56,48.0
YLL067W-A,0.31,99.07
YLR120W-A,-0.55,69.72
YLR154W-A,-0.54,71.81
YLR154W-E,-0.24,84.5
YLR157W-D,-0.43,73.2
YLR157W-E,-0.12,54.76
YLR286W-A,0.35,66.63
YLR299C-A,0.12,68.69
YLR347W-A,0.4,101.26
YLR399W-A,1.18,132.37
YLR406C-A,0.47,117.34
YLR437C-A,0.9,115.75
YLR466C-A,0.36,101.58
YLR466C-B,0.26,83.96
YLR467C-A,0.36,101.58
YML100W-A,-0.17,78.1
YML133W-A,0.48,92.6
YML133W-B,0.3,96.52
YMR001C-A,-0.13,57.8
YMR105W-A,0.57,87.81
YMR182W-A,0.81,104.07
YMR242W-A,-0.56,44.98
YMR272W-A,0.96,111.06
YMR272W-B,0.97,94.13
YMR315W-A,0.36,124.82
YNL024C-A,0.49,103.47
YNL097C-B,-0.94,45.91
YNL097W-A,0.08,65.67
YNL103W-A,-0.08,82.98
YNL144W-A,0.61,115.39
YNL339W-A,0.48,92.6
YNL339W-B,0.3,96.52
YNR003W-A,0.1,77.19
YNR075C-A,0.31,99.78
YOL019W-A,0.07,85.64
YOL085W-A,-0.76,50.89
YOL166W-A,0.45,86.18
YOR032W-A,0.76,124.68
YOR108C-A,-0.11,91.24
YOR161C-C,0.09,90.29
YOR161W-A,-0.47,62.24
YOR161W-B,-0.15,73.67
YOR186C-A,-0.31,63.56
YOR231C-A,0.49,125.74
YOR335W-A,-0.07,48.47
YOR394C-A,0.37,107.94
YOR396C-A,0.36,101.58
YPL135C-A,0.29,103.68
YPL152W-A,-0.2,89.79
YPL222C-A,0.06,83.3
YPL283W-A,0.48,92.6
YPL283W-B,0.36,99.03
YPR159C-A,1.64,154.87
YPR160C-A,0.21,95.44
YPR204C-A,0.36,99.03
YAL016C-A,0.8,118.92
YAL019W-A,0.14,96.77
YAL026C-A,0.11,109.2
YAL031W-A,0.46,108.4
YAL037C-A,0.54,119.02
YAL047W-A,0.55,105.39
YAL059C-A,0.7,110.6
YAR019W-A,-0.06,83.81
YBR056W-A,-0.03,55.02
YBR109W-A,0.75,120.29
YBR126W-B,-0.54,57.46
YDR524C-B,0.59,78.8
YDR524W-C,0.37,68.15
YEL009C-A,-0.05,106.24
