Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
-234.2967,0,9,3,0,9,-14.6153,-15.6436050145187,219.6814,218.653094985481
-16.4363,0,68,1,6,68,-13.8744,-13.8744,2.5618,2.5618
-7.1425,0,15,0,2,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.084,0,15,1,2,15,-17.9244,-17.9244,-7.8404,-7.8404
-694.8137,0,12,2,3,12,-14.5387,-15.129803631683,680.2751,679.683996368317
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.2035,0,10,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.5608,0,13,1,2,13,-14.0316,-14.0316,-0.47087,-0.47087
-12.8865,0,37,2,7,37,-14.6713,-15.1777045516576,-1.7848,-2.29120455165756
NaN,NaN,8,5,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.8652,1,16,0,2,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,30,4,8,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.1219,0,15,3,4,15,-10.5434,-11.6040807264388,1.5785,0.517822995857495
-13.1136,0,20,1,2,20,-14.6821,-14.6821,-1.5685,-1.5685
-12.8727,0,4,1,0,4,-18.6474,-18.6474,-5.7746,-5.7746
-11.3016,0,11,1,3,11,-16.7943,-16.7943,-5.4927,-5.4927
-10.5283,0,136,0,2,136,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.8103,0,17,0,0,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.937,0,38,1,3,38,-14.727,-14.727,-4.7899,-4.7899
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.9377,0,45,0,2,45,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.5788,0,12,2,0,12,-12.8984,-13.5700358386367,2.6804,2.00876416136331
-15.8501,0,43,2,2,43,-14.3059,-14.7198761717496,1.5442,1.13021408481935
-14.8826,0,31,2,2,31,-10.2635,-10.9478926197051,4.619,3.93460799046067
-12.8524,0,38,2,7,38,-14.3154,-14.8292134070379,-1.463,-1.97681340703792
NaN,NaN,8,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.9544,0,42,0,0,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.7847,0,41,4,9,41,-10.9641,-12.3304407631012,1.8206,0.454259118792756
-14.3704,0,61,0,2,61,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,13,0,1,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.138,0,12,2,0,12,-10.5165,-11.2093567207193,-0.37842,-1.07127674395179
-694.8137,0,32,1,6,32,-16.4028,-16.4028,678.411,678.411
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.737,0,19,1,2,19,-16.6024,-16.6024,-5.8653,-5.8653
-4.0382,0,5,1,0,5,-8.757,-8.757,-4.7187,-4.7187
-694.8137,0,2,0,0,2,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-234.2967,0,40,2,3,40,-13.3758,-13.9370426795359,220.921,220.359744963475
-14.1144,0,13,0,0,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,18,2,6,18,-12.8769,-13.268455927446,681.9368,681.545244072554
NaN,NaN,6,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.2902,0,53,1,3,53,-14.4108,-14.4108,-4.1206,-4.1206
-11.5198,0,44,0,4,44,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,21,2,8,21,-14.5223,-15.1328898758391,450.033,449.422402200393
-14.9232,0,15,0,1,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.3436,0,10,1,2,10,-13.5416,-13.5416,-0.19797,-0.19797
-234.2967,0,11,1,3,11,-16.4154,-16.4154,217.8813,217.8813
-11.3136,0,91,1,3,91,-11.4495,-11.4495,-0.13589,-0.13589
-11.4683,0,39,0,1,39,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.7787,0,76,1,2,76,-18.1274,-18.1274,-1.3487,-1.3487
-464.5552,0,14,1,1,14,-12.2698,-12.2698,452.2855,452.2855
-14.6278,1,31,3,4,32,-10.8912,-11.4461065344616,3.7366,3.18168256491609
-464.5552,0,42,0,2,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.7446,1,33,3,10,34,-14.003,-14.9215956320991,-4.2584,-5.17699563209908
-13.0873,0,58,1,3,58,-12.8518,-13.5036037981994,221.4449,220.75175281944
-234.2967,0,1,1,0,1,-12.8518,-12.8518,221.4449,221.4449
-10.5165,2,23,3,4,25,-11.5639,-12.6468282815114,-1.0474,-2.13032876483754
-16.8851,0,29,1,4,29,-14.4878,-14.4878,2.3972,2.3972
-13.9035,2,79,3,5,81,-11.1832,-12.1045400377769,2.7203,1.79896081432217
-694.8137,0,44,0,3,44,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,1,1,0,1,-16.2917,-16.2917,678.5221,678.5221
-10.484,0,18,0,4,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,29,1,4,29,-15.1481,-15.1481,449.4071,449.4071
-10.2865,0,20,0,3,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.8491,0,17,2,4,17,-10.4932,-10.9882294405834,4.3559,3.86087055941658
-12.4674,1,57,4,5,58,-13.3637,-14.5437195020558,-0.89631,-2.0763428239466
-11.1123,1,36,2,4,37,-15.9546,-16.2932274373057,-4.8423,-5.18092743730571
-464.5552,0,25,1,3,25,-14.9074,-14.9074,449.6478,449.6478
-13.0582,4,26,2,2,30,-10.0465,-10.7393295618162,3.0118,2.31897040642853
-16.0741,0,17,1,3,17,-10.6297,-10.6297,5.4445,5.4445
-12.4638,0,50,0,3,50,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.7395,0,47,1,2,47,-14.6725,-15.0911243586727,-0.465,-0.991701094441019
-14.2075,0,4,2,0,4,-14.6725,-15.0059925783494,-0.465,-0.798492578349381
-10.6959,0,15,2,4,15,-13.249,-13.9019818029119,-2.553,-3.20598180291194
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,12,0,0,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,19,5,7,19,-11.6951,-13.1204847731969,683.1186,681.693218801969
NaN,NaN,6,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,13,1,1,13,-14.6654,-14.6654,219.6314,219.6314
-12.4636,0,46,4,9,46,-10.4775,-11.6631773791688,1.9861,0.800419110160692
-16.4632,1,41,1,6,42,-16.9804,-16.9804,-0.51717,-0.51717
-464.5552,0,38,3,4,38,-13.2696,-14.018873058239,451.2856,450.536326941761
-694.8137,0,12,0,4,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.3891,0,36,1,3,36,-14.521,-14.521,1.8681,1.8681
-11.3191,0,74,1,2,74,-11.8366,-11.8366,-0.51746,-0.51746
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-17.0922,0,66,1,5,66,-14.1123,-14.1123,2.98,2.98
-11.8928,1,4,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,2,1,0,2,-11.0149,-11.0149,453.5403,453.5403
-18.6136,0,23,2,5,23,-13.4249,-13.9466894701518,5.1887,4.66691052984822
-12.9667,0,10,0,2,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.7852,0,69,0,1,69,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.1124,0,23,2,3,23,-17.0828,-17.156976886386,-6.9704,-7.04457688638596
-10.7918,0,53,0,5,53,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.037,0,37,0,3,37,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.8193,0,49,3,3,49,-15.5355,-16.0059453183529,-4.7162,-5.18665278358815
-694.8137,0,32,1,2,32,-17.6906,-17.6906,677.1231,677.1231
NaN,NaN,5,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,58,1,6,58,-16.0424,-16.0424,678.7713,678.7713
-11.8529,0,27,1,3,27,-17.992,-17.992,-6.139,-6.139
-694.8137,0,45,2,4,45,-11.8189,-12.5086506430627,682.9949,682.305149017877
-15.3405,5,41,1,2,46,-11.5804,-11.5804,3.7601,3.7601
-12.4397,0,22,1,3,22,-15.9475,-15.9475,-3.5078,-3.5078
-13.3247,0,67,1,1,67,-12.7031,-12.7031,0.62166,0.62166
-464.5552,0,40,3,5,40,-13.453,-14.1993440890113,451.1022,450.355885356376
-11.8531,1,52,1,4,53,-10.0229,-10.0229,1.8303,1.8303
-694.8137,0,83,0,2,83,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.0365,0,7,1,0,7,-13.2606,-13.2606,3.7758,3.7758
-10.2829,0,10,0,2,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.6604,0,95,1,3,95,-17.4187,-17.4187,-7.7583,-7.7583
-16.0264,0,49,1,2,49,-12.401,-12.401,3.6254,3.6254
-464.5552,0,33,2,3,33,-14.2907,-14.7901943905151,450.2646,449.765105609485
-11.4187,0,45,2,6,45,-14.2264,-14.8662237884426,-2.8077,-3.44752378844263
-17.9497,0,51,3,6,51,-13.3665,-14.241425796992,4.5832,3.70827420300796
-464.5552,0,35,0,2,35,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.2471,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,34,0,2,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.8904,0,44,1,1,44,-15.5555,-15.5555,-1.6651,-1.6651
-694.8137,0,31,1,3,31,-12.6635,-12.6635,682.1502,682.1502
-234.2967,0,24,1,6,24,-16.3466,-16.3466,217.9501,217.9501
-7.8297,0,86,1,1,86,-11.7811,-11.7811,-3.9513,-3.9513
-12.0022,0,32,1,3,32,-11.3191,-11.3191,0.68304,0.68304
-12.2356,3,38,0,2,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.5158,1,47,0,3,48,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,108,3,6,108,-11.1451,-11.6828980039091,453.4102,452.872401996091
-464.5552,0,15,2,4,15,-11.1451,-11.6828980039091,453.4102,452.872401996091
-10.2045,0,24,2,5,24,-14.8594,-15.1167221196679,-4.6549,-4.91218679161095
-464.5552,0,33,1,3,33,-15.0961,-15.0961,449.4591,449.4591
-12.4975,1,15,2,4,16,-8.5481,-9.24056651559758,3.9494,3.25693348440242
-694.8137,0,9,3,5,9,-15.3982,-16.2287899747371,679.4155,678.584910025263
NaN,NaN,7,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.564,1,17,1,4,18,-14.5793,-14.5793,-5.0153,-5.0153
-9.7897,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.8381,0,23,2,5,23,-11.3016,-11.6146287452182,-2.4634,-2.77642874521822
-6.9094,0,13,1,0,13,-15.8722,-15.8722,-8.9628,-8.9628
-9.1385,0,28,1,4,28,-11.7181,-11.7181,-2.5796,-2.5796
-464.5552,0,18,1,2,18,-11.5436,-11.5436,453.0117,453.0117
-16.4538,2,46,3,5,48,-14.6598,-15.2188485927637,1.7939,1.23489310819551
-13.1731,1,0,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.1303,0,37,2,3,37,-9.8702,-10.5631339009737,1.2601,0.567166099026259
-10.4292,0,88,1,2,88,-13.5595,-13.5595,-3.1303,-3.1303
-11.3511,0,148,1,3,148,-14.9965,-14.9965,-3.6454,-3.6454
-464.5552,0,22,2,7,22,-14.0566,-14.4947058015362,450.4986,450.060494198464
-11.2569,1,46,0,2,47,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.4601,1,3,1,0,4,-13.2989,-13.2989,1.1612,1.1612
-13.9287,1,22,2,5,23,-13.3,-13.9811024547587,0.62867,-0.0524320955790091
-464.5552,0,27,2,3,27,-11.7357,-12.4249055919705,452.8196,452.130394014666
NaN,NaN,5,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.8714,0,5,2,0,5,-15.1081,-15.3925895405856,-4.2367,-4.52118954058564
-464.5552,0,4,0,0,4,-8.5992,-9.9397302853872,455.956,454.615473993761
-13.9291,0,18,0,3,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.9427,0,21,3,5,21,-12.4936,-13.4927223985149,-2.5509,-3.55002239851489
-9.7094,1,30,2,3,31,-11.6658,-12.3533018357468,-1.9564,-2.64390183574682
-10.2061,0,16,2,2,16,-13.2458,-13.2849042061184,-3.0397,-3.07880420611836
-13.4238,1,36,2,5,37,-12.2149,-12.7971824471595,1.2089,0.626612305948535
NaN,NaN,6,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.0532,0,10,3,0,10,-12.6717,-13.2977958306217,1.3815,0.755422350393799
-12.3642,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.2339,0,16,2,5,16,-11.6963,-11.7469012052748,0.5376,0.486994054254263
-7.7551,0,22,1,5,22,-12.7212,-12.7212,-4.9661,-4.9661
-16.8658,0,19,2,3,19,-14.7572,-15.0530323359819,2.1086,1.81273487735775
-11.8488,0,14,3,5,14,-12.5625,-13.6373334124148,-0.71374,-1.78857247246098
-13.2745,0,42,1,3,42,-14.7724,-14.7724,-1.4979,-1.4979
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.5214,0,12,4,0,12,-12.6183,-13.2973596359785,-2.0969,-2.77599222911588
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,34,0,2,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4981,0,61,4,6,61,-13.2725,-14.0648554892472,-2.7744,-3.56675548924716
-13.9001,0,33,3,7,33,-10.9494,-11.8587831341211,2.9507,2.04131997872966
-13.9644,1,44,1,7,45,-13.6133,-13.6133,0.35114,0.35114
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,57,0,1,57,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.6949,0,8,1,1,8,-12.3315,-12.3315,-0.63655,-0.63655
-12.729,0,17,1,1,17,-17.8672,-17.8672,-5.1382,-5.1382
-12.1614,0,12,0,2,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.7947,1,7,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.4458,1,40,1,3,41,-15.9334,-15.9334,-1.4876,-1.4876
-9.937,0,50,4,7,50,-13.7742,-14.6140575989301,-3.8371,-4.67696186155676
-16.21,1,21,2,4,22,-11.1157,-11.8039473317271,5.0942,4.40595305931765
-11.1864,0,67,1,2,67,-17.4873,-17.4873,-6.301,-6.301
-11.4994,0,8,4,0,8,-15.9888,-16.6008689009963,-4.4894,-5.10146890099633
-8.4925,0,22,0,4,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.6013,0,47,1,6,47,-15.8879,-15.8879,-2.2866,-2.2866
NaN,NaN,15,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.0584,1,13,2,5,14,-15.1319,-15.8166461714253,-5.0734,-5.75814700796575
-12.9368,0,30,2,6,30,-17.0129,-17.3694632906808,-4.076,-4.43259186906361
-13.3899,0,37,1,5,37,-14.7282,-14.7282,-1.3384,-1.3384
-694.8137,0,8,1,0,8,-15.9954,-15.9954,678.8183,678.8183
-12.5641,0,14,2,5,14,-16.2635,-16.2673923950193,-3.6994,-3.70324258876831
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.0671,0,56,2,6,56,-9.9565,-10.6051413661663,5.1106,4.46196298703799
-8.9421,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.1402,0,19,3,3,19,-12.2876,-13.3456569273363,-0.14731,-1.20536840783431
-9.1749,0,6,2,0,6,-11.2096,-11.8294669106149,-2.0347,-2.65455984431933
-15.7302,0,22,2,3,22,-13.994,-14.3589617325041,1.7362,1.37124106521156
-464.5552,0,33,2,3,33,-12.7618,-13.4536951968995,451.7935,451.101604677987
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.7094,0,30,0,0,30,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.381,0,8,3,0,8,-13.3938,-14.2994526027908,1.9872,1.0815428471432
-12.4317,1,15,1,4,16,-14.5912,-14.5912,-2.1595,-2.1595
-13.8612,0,39,2,2,39,-11.0672,-11.7119869534953,2.7941,2.14931163024005
-464.5552,0,50,4,5,50,-10.7918,-12.0868833918881,453.7635,452.468407891021
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.23,0,3,2,0,3,-7.0684,-7.71946021885352,1.1615,0.510443902704136
-10.9734,0,7,2,0,7,-15.8065,-16.117214575835,-4.833,-5.14371457583503
-8.6415,0,5,1,0,5,-15.3976,-15.3976,-6.7561,-6.7561
-12.3212,0,10,1,2,10,-15.0019,-15.0019,-2.6808,-2.6808
-9.9404,3,20,2,3,23,-13.7744,-14.3923567109997,-3.834,-4.45195671099971
-694.8137,0,25,1,2,25,-14.0399,-14.0399,680.7738,680.7738
NaN,NaN,12,2,3,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.1663,0,18,0,0,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.4653,0,113,5,10,113,-13.0361,-13.5282280941236,-2.5708,-3.06286209066805
-16.7549,3,49,3,5,52,-11.6837,-12.7141244824257,5.0712,4.04078157416031
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-18.1024,0,54,2,4,54,-11.8993,-12.4593513538421,6.2032,5.64314864615795
-234.2967,0,30,1,6,30,-13.2652,-13.2652,221.0315,221.0315
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.5447,0,17,1,7,17,-15.7799,-15.7799,-2.2352,-2.2352
-11.0572,0,38,1,5,38,-17.3805,-17.3805,-6.3233,-6.3233
-10.8367,1,4,2,0,5,-12.78,-12.984785324555,-1.9434,-2.14814668644826
-234.2967,0,32,2,4,32,-16.0381,-16.1857747972803,218.2586,218.110967247144
-10.8475,0,120,1,6,120,-10.4062,-10.4062,0.44134,0.44134
-694.8137,0,14,0,1,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.6376,1,43,1,5,44,-8.9528,-8.9528,2.6848,2.6848
-694.8137,0,19,2,6,19,-18.0622,-18.1762490498012,676.7515,676.637494911076
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.6728,0,49,1,3,49,-11.8218,-11.8218,2.851,2.851
-17.4349,3,20,1,4,23,-16.0655,-16.0655,1.3695,1.3695
-464.5552,0,39,2,4,39,-10.8257,-11.5074308857844,453.7296,453.047867979134
NaN,NaN,6,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.4103,1,54,3,8,55,-11.6334,-12.6569600329419,-0.22314,-1.24669714068856
-10.3356,0,15,1,0,15,-10.7614,-10.7614,-0.4258,-0.4258
-11.1921,0,12,3,0,12,-14.5749,-15.1703262707293,-3.3828,-3.97822627072935
-694.8137,0,33,2,5,33,-13.8169,-14.1813578189854,680.9969,680.632442181015
NaN,NaN,8,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,40,0,3,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,108,1,4,108,-17.6118,-17.6118,677.2019,677.2019
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,7,5,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,104,0,1,104,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.9645,0,34,1,3,34,-12.5463,-12.5463,-0.58179,-0.58179
-11.8966,0,47,2,4,47,-11.1355,-11.8218462944854,0.7611,0.0747537055146236
-464.5552,0,27,0,1,27,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,41,0,2,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.9088,0,36,1,4,36,-15.0708,-15.0708,-0.16198,-0.16198
-474.0324,0,31,1,2,31,-12.8175,-12.8175,461.2149,461.2149
-9.2057,0,19,3,6,19,-11.9273,-12.4228385229463,-2.7217,-3.21719323443813
-9.1749,2,29,2,5,31,-16.3942,-16.7432051691737,-7.2193,-7.5683051691737
-8.157,0,14,1,3,14,-17.3582,-17.3582,-9.2012,-9.2012
-694.8137,0,7,1,0,7,-11.2836,-11.2836,683.5302,683.5302
-9.8208,0,30,2,5,30,-12.6264,-12.9569524454709,-2.8057,-3.1362524454709
-19.8112,0,19,2,6,19,-15.4859,-15.7950547509107,4.3253,4.01614524908929
-464.5552,0,15,1,2,15,-15.1005,-15.1005,449.4547,449.4547
-464.5552,0,19,1,5,19,-15.6273,-15.6273,448.9279,448.9279
-10.7896,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,29,3,6,29,-12.502,-13.2405377702409,452.0532,451.314691097688
-13.7258,0,44,1,3,44,-13.5376,-13.5376,0.18811,0.18811
-13.4528,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,10,5,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,13,2,2,13,-8.2601,-8.94362146174962,456.2952,455.611677580344
NaN,NaN,10,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.1775,1,22,2,5,23,-12.3199,-12.9978599941143,-1.1424,-1.82035999411428
-11.9459,0,9,1,0,9,-16.3102,-16.3102,-4.3643,-4.3643
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,20,3,4,20,-11.602,-12.6649633901694,683.2117,682.148737627353
-7.3755,0,12,1,0,12,-12.2166,-12.2166,-4.8412,-4.8412
-694.8137,0,28,1,2,28,-15.2786,-15.2786,679.5351,679.5351
-694.8137,0,107,1,2,107,-15.2786,-15.2786,679.5351,679.5351
-694.8137,0,28,1,2,28,-15.2786,-15.2786,679.5351,679.5351
-694.8137,0,110,1,2,110,-15.2786,-15.2786,679.5351,679.5351
-16.4445,0,46,1,9,46,-12.9851,-12.9851,3.4594,3.4594
-10.8587,0,83,3,3,83,-13.0801,-13.9906494806844,-2.2214,-3.13195951250791
-13.2908,0,25,0,3,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,81,2,3,81,-11.1886,-11.8644044852298,683.6251,682.94929551477
-12.2204,0,6,2,0,6,-15.2451,-15.6822136031163,-3.0246,-3.46173619064445
-694.8137,0,58,2,5,58,-10.6787,-11.3370236615626,684.1351,683.476772916187
-464.5552,0,62,2,2,62,-11.6751,-12.3628003677265,452.8802,452.192499632273
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,74,4,7,74,-11.3549,-12.5934326296379,683.4589,682.220353824715
-12.8033,1,54,3,3,55,-11.818,-12.8995651021464,0.98526,-0.096304426024874
-12.4853,0,63,1,3,63,-12.0793,-12.0793,0.40602,0.40602
-12.3883,0,60,2,7,60,-14.68,-14.9452477855766,-2.2918,-2.55701297214131
-12.3933,0,20,1,5,20,-15.5469,-15.5469,-3.1536,-3.1536
-17.3608,0,8,1,0,8,-13.9261,-13.9261,3.4348,3.4348
-10.8704,0,19,0,1,19,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.3504,0,36,1,4,36,-16.9579,-16.9579,0.3925,0.3925
-7.6025,0,15,4,0,15,-10.7221,-11.7947187479055,-3.1196,-4.19221874790551
-8.3199,0,6,2,0,6,-11.0773,-11.5910805696686,-2.7574,-3.27118056966858
-16.3983,0,47,8,12,47,-11.2255,-12.7824451134919,5.1728,3.61585487231892
-10.2308,0,25,1,3,25,-12.4513,-12.4513,-2.2206,-2.2206
-234.2967,0,28,0,1,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0215,0,34,1,4,34,-14.0928,-14.0928,-4.0714,-4.0714
-694.8137,0,44,1,2,44,-17.885,-17.885,676.9287,676.9287
-7.3755,6,35,1,3,41,-10.7477,-10.7477,-3.3722,-3.3722
-467.5879,0,16,5,0,16,-10.7743,-12.365396565062,456.8136,455.222504071779
-13.3991,0,16,1,5,16,-14.2657,-14.2657,-0.86659,-0.86659
-18.0481,0,13,2,3,13,-12.6125,-12.8108779188988,5.4355,5.23716111113349
-7.9477,0,12,2,0,12,-13.8353,-14.5154948965127,-5.8876,-6.56779618332559
-11.761,0,57,0,1,57,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.647,0,24,1,2,24,-18.7221,-18.7221,-6.0751,-6.0751
-4.0382,0,60,2,3,60,-8.5979,-9.28973498844198,-4.5597,-5.25153498844198
-701.962,0,34,2,4,34,-14.5892,-15.1660396362493,687.3728,686.795960363751
