,Gene Name,DTT Fold Change,DTT Intensity (Median),DTT Localization,DTT STD,Description,H2O2 Fold Change,H2O2 Intensity (Median),H2O2 Localization,H2O2 STD,MA3 Fold Change,MA3 Intensity (Median),MA3 Localization,MA3 STD,N' NATIVEpr-GFP in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' NOP1pr-GFP in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' TEF2pr-mCherry in SD Localization,ORF,Pup2 DAmP Localization,SD Intensity (Median),SD Localization,SD STD,Significance of DTT Intensity (Median) Change,Significance of H2O2 Intensity (Median) Change,Significance of MA3 Intensity (Median) Change,Significance of Starvation Intensity (Median) Change,Starvation Fold Change,Starvation Intensity (Median),Starvation Localization,Starvation STD
2666,NRG2,1.22,25.51,nucleus,,Transcriptional repressor that mediates glucose repression and negatively regulates filamentous growth; has similarity to Nrg1p,0.82,17.14,nucleus,,,,,,20.98,nucleolus,27.73,nucleolus,25.89,below threshold,8.34,nucleus,YBR066C,,20.89,nucleus,,0.0,-1.0,,-1.0,0.79,16.63,nucleus,
2667,NRK1,0.96,19.56,cytosol,,"Nicotinamide riboside kinase, catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis",0.87,17.8,cytosol,,,,,,29.76,cytosol,76.6,"ER,vacuole",23.69,,20.63,vacuole,YNL129W,,20.25,below threshold,,0.0,0.0,,0.0,1.29,26.18,cytosol,
2668,NRM1,1.02,20.06,nucleus,,Transcriptional co-repressor of MBF (MCB binding factor)-regulated gene expression; Nrm1p associates stably with promoters via MBF to repress transcription upon exit from G1 phase,0.9,17.87,nucleus,,,,,,24.39,nucleus,31.49,nucleus,0.0,,5.26,below threshold,YNR009W,,19.65,nucleus,,0.0,0.0,,0.0,0.76,15.08,nucleus,
2669,NRP1,0.68,25.88,cytosol,,Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis,1.07,40.89,cytosol,,,,,,49.3,cytosol,71.02,cytosol,42.45,cytosol,62.7,cytosol,YDL167C,,37.9,cytosol,,-1.0,0.0,,0.0,0.44,16.68,cytosol,
2670,NSA1,0.78,41.74,nucleus,,"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis",0.86,46.05,nucleus,,,,,,19.2,below threshold,50.47,"punctate,nucleus",23.01,below threshold,28.98,nucleus,YGL111W,,53.14,nucleus,,0.0,0.0,,,,,punctate,
2671,NSE1,,,,,,,,,,,,,,21.26,nucleus,76.55,cytosol,32.81,cytosol,72.27,nucleus,YLR007W,,,,,,,,,,,,
2672,NSE3,1.01,15.96,cytosol,,Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth,0.99,15.64,cytosol,,,,,,22.68,nucleus,47.85,"cytosol,nucleus",27.62,below threshold,26.16,nucleus,YDR288W,,15.67,below threshold,,0.0,0.0,,0.0,1.0,15.79,cytosol,
2673,NSE4,1.07,19.78,nucleus,,Nuclear protein that plays a role in the function of the Smc5p-Rhc18p complex,1.08,19.89,nucleus,,,,,,26.07,nucleus,41.68,nucleus,23.72,below threshold,10.61,nucleus,YDL105W,,18.34,nucleus,,0.0,0.0,,0.0,0.98,18.01,nucleus,
2674,NSE5,,,,,,,,,,,,,,18.07,below threshold,69.08,"cytosol,nucleus",0.0,,62.01,nucleus,YML023C,,,,,,,,,,,,
2675,NSG1,0.98,13.89,cytosol,,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins",1.1,15.55,cytosol,,,,,,50.8,"cell periphery,punctate",188.43,ER,51.79,ER,193.15,ER,YHR133C,,14.03,below threshold,,0.0,0.0,,0.0,1.08,15.25,cytosol,
2676,NSG2,1.27,38.16,ER,,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins",1.37,41.45,ER,,,,,,37.86,ER,106.9,ER,45.27,ER,149.56,ER,YNL156C,,30.04,ER,,0.0,1.0,,1.0,2.06,62.17,ER,
2677,NSI1,,,,,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein that may bind to the Ter region of rDNA; interacts physically with Fob1p",,,,,,,,,18.78,punctate,54.5,"nucleus,nucleolus",24.44,"nucleus,nucleolus",33.53,"nucleus,nucleolus",YDR026C,,,,,,,,,,,,
2678,NSL1,0.84,28.98,punctate,,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation,0.73,24.98,punctate,,,,,,24.83,punctate,59.09,"cytosol,punctate",26.6,below threshold,,"cytosol,punctate",YPL233W,,34.13,punctate,,0.0,0.0,,0.0,0.74,25.26,punctate,
2679,NSR1,0.82,14.18,cytosol,,"Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis",1.01,17.45,cytosol,,,,,,208.83,"nucleus,nucleolus",268.97,nucleolus,77.63,"nucleus,nucleolus",193.99,"nucleus,nucleolus",YGR159C,,17.2,below threshold,,0.0,0.0,,0.0,0.83,14.3,cytosol,
2680,NST1,,,technical problem,,"Protein of unknown function, mediates sensitivity to salt stress; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1",1.14,37.56,cytosol,,,,,,34.78,cytosol,41.48,cytosol,26.26,below threshold,17.62,cytosol,YNL091W,,32.81,cytosol,,,0.0,,0.0,0.86,28.51,cytosol,
2681,NTA1,1.14,16.6,cytosol,,"Amidase, removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation",1.21,17.58,cytosol,,,,,,21.64,below threshold,52.3,"cytosol,nucleus",33.1,cytosol,79.14,nucleus,YJR062C,,14.5,below threshold,,0.0,0.0,,0.0,1.13,16.51,cytosol,
2682,NTC20,1.01,27.3,nucleus,,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs",0.83,22.58,nucleus,,,,,,32.57,nucleus,101.9,cytosol,59.69,cytosol,173.54,cytosol,YBR188C,,26.93,nucleus,,0.0,0.0,,0.0,1.17,31.6,nucleus,
2683,NTE1,0.9,21.7,ER,,"Serine esterase, homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization, affecting transcriptional regulation of phospholipid biosynthesis genes",1.27,30.34,ER,,,,,,19.13,below threshold,57.42,"punctate,bud",30.18,punctate,38.85,"cell periphery,punctate,bud neck",YML059C,,23.85,ER,,0.0,0.0,,0.0,0.99,23.78,ER,
2684,NTG1,,,punctate,,DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair; distribution between nucleus and mitochondrion varies according to which compartment is under oxidative stress and is also sumoylation-dependent,0.88,18.43,nucleus,,,,,,22.97,cytosol,135.98,mitochondria,60.37,,101.3,mitochondria,YAL015C,,20.77,nucleus,,,0.0,,0.0,1.2,25.05,nucleus,
2685,NTG2,1.01,16.51,cytosol,,"DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair, localizes to the nucleus; sumoylated",1.26,20.68,cytosol,,,,,,19.29,below threshold,81.93,nucleus,37.81,nucleus,67.94,nucleus,YOL043C,,16.29,below threshold,,0.0,0.0,,0.0,1.95,31.8,cytosol,
2686,NTH2,0.86,16.8,cytosol,,"Putative neutral trehalase, required for thermotolerance and may mediate resistance to other cellular stresses",0.97,18.83,cytosol,,,,,,24.09,below threshold,58.87,cytosol,32.91,below threshold,36.48,cytosol,YBR001C,,19.35,cytosol,,0.0,0.0,,0.0,0.89,17.32,cytosol,
2687,NTO1,1.03,20.09,nucleus,,Subunit of the NuA3 histone acetyltransferase complex that acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3,1.2,23.48,nucleus,,,,,,22.31,nucleus,32.24,nucleus,28.43,nucleus,17.0,nucleus,YPR031W,,19.47,nucleus,,0.0,0.0,,0.0,0.94,18.34,nucleus,
2688,NTR2,0.89,18.1,nucleus,,"Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly",0.85,17.26,nucleus,,,,,,21.36,below threshold,79.57,cytosol,39.33,cytosol,56.27,cytosol,YKR022C,,20.31,nucleus,,0.0,0.0,,0.0,0.74,15.2,nucleus,
2689,NUC1,0.67,19.45,mitochondria,,"Major mitochondrial nuclease, has RNAse and DNA endo- and exonucleolytic activities; has roles in mitochondrial recombination, apoptosis and maintenance of polyploidy",0.94,27.06,mitochondria,,,,,,29.61,cytosol,45.12,cytosol,0.0,,20.34,cytosol,YJL208C,,28.76,mitochondria,,-1.0,0.0,,-1.0,0.68,19.82,mitochondria,
2690,NUD1,1.11,24.98,punctate,,"Component of the spindle pole body outer plaque, required for exit from mitosis",0.83,18.77,punctate,,,,,,25.45,punctate,49.86,punctate,0.0,,46.14,punctate,YOR373W,,22.37,punctate,,0.0,0.0,,0.0,1.04,23.32,punctate,
2691,NUF2,1.09,25.58,punctate,,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering",1.08,25.39,punctate,,,,,,23.25,punctate,86.92,"cytosol,punctate",35.8,punctate,97.94,punctate,YOL069W,,23.34,punctate,,0.0,0.0,,0.0,1.2,28.18,punctate,
2692,NUG1,0.61,73.63,nucleus,,"GTPase that associates with nuclear 60S pre-ribosomes, required for export of 60S ribosomal subunits from the nucleus",0.78,93.52,nucleus,,,,,,25.5,"punctate,nucleus",58.22,nucleus,35.82,nucleus,64.39,nucleus,YER006W,,119.25,nucleus,,-1.0,0.0,,-1.0,0.34,41.7,nucleus,
2693,NUM1,1.0,32.91,punctate,,"Protein required for nuclear migration, localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex",1.11,36.48,punctate,,,,,,29.84,punctate,72.95,"cytosol,cell periphery,punctate",40.61,"cell periphery,punctate",52.68,"cell periphery,punctate",YDR150W,,32.76,punctate,,0.0,0.0,,0.0,0.76,24.92,punctate,
2694,NUP1,1.02,38.99,nuclear periphery,,"Nuclear pore complex (NPC) subunit, involved in protein import/export and in export of RNAs, possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; potential Cdc28p substrate",1.01,38.55,nuclear periphery,,,,,,35.64,"punctate,nuclear periphery",81.2,"punctate,nucleus",0.0,,51.88,vacuole,YOR098C,,38.01,nuclear periphery,,0.0,0.0,,0.0,0.72,27.69,nuclear periphery,
2695,NUP100,0.79,33.13,nuclear periphery,,Subunit of the nuclear pore complex (NPC) that is localized to both sides of the pore; contains a repetitive GLFG motif that interacts with mRNA export factor Mex67p and with karyopherin Kap95p; homologous to Nup116p,0.82,34.42,nuclear periphery,,,,,,20.87,"punctate,nuclear periphery",87.53,"punctate,nuclear periphery",0.0,,0.0,punctate,YKL068W,,41.86,nuclear periphery,,0.0,0.0,,0.0,1.11,46.72,nuclear periphery,
2696,NUP116,,,,,,,,,,,,,,45.36,"punctate,nuclear periphery",74.3,"punctate,nuclear periphery",,,,missing,YMR047C,,,,,,,,,,,,
2697,NUP120,,,,,,,,,,,,,,45.69,"punctate,nuclear periphery",81.42,"punctate,nuclear periphery",40.33,below threshold,70.86,nucleus,YKL057C,,,,,,,,,,,,
2698,NUP133,1.37,16.38,cytosol,,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), localizes to both sides of the NPC, required to establish a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p",1.35,16.12,cytosol,,,,,,32.07,"punctate,nuclear periphery",116.06,nuclear periphery,0.0,,102.09,"punctate,nuclear periphery",YKR082W,,11.87,below threshold,,0.0,0.0,,,,,cytosol,
2699,NUP145,0.9,48.18,nuclear periphery,,"Essential nucleoporin, catalyzes its own cleavage in vivo to generate a C-terminal fragment that assembles into the Nup84p subcomplex of the nuclear pore complex, and an N-terminal fragment of unknown function that is homologous to Nup100p",0.92,49.16,nuclear periphery,,,,,,29.09,punctate,91.79,"punctate,nucleus",0.0,,,missing,YGL092W,,53.35,nuclear periphery,,0.0,0.0,,0.0,0.86,46.07,nuclear periphery,
2700,NUP157,1.05,44.4,nuclear periphery,,"Abundant subunit of the nuclear pore complex (NPC), present on both sides of the NPC; has similarity to Nup170p; essential role, with Nup170p, in NPC assembly",0.99,41.7,nuclear periphery,,,,,,44.44,"punctate,nuclear periphery",110.03,"punctate,nuclear periphery",0.0,,79.89,"punctate,nuclear periphery",YER105C,,42.0,nuclear periphery,,0.0,0.0,,0.0,0.99,41.74,nuclear periphery,
2701,NUP159,0.94,44.87,nuclear periphery,,"Nucleoporin, subunit of the nuclear pore complex that is found exclusively on the cytoplasmic side, member of the Nup82 subcomplex, required for mRNA export",1.06,50.38,nuclear periphery,,,,,,55.16,"punctate,nuclear periphery",75.01,"cytosol,nuclear periphery",38.24,nuclear periphery,31.52,"punctate,nuclear periphery",YIL115C,,47.44,nuclear periphery,,0.0,0.0,,0.0,1.18,56.2,nuclear periphery,
2702,NUP170,0.99,41.07,nuclear periphery,,"Subunit of the nuclear pore complex (NPC), required for NPC localization of specific nucleoporins; involved in nuclear envelope permeability and chromosome segregation; has similar to Nup157p; essential role, with Nup157p, in NPC assembly",0.96,40.09,nuclear periphery,,,,,,37.0,"punctate,nuclear periphery",65.29,"punctate,nuclear periphery",39.71,"punctate,nucleus",84.82,"punctate,nuclear periphery",YBL079W,,41.41,nuclear periphery,,0.0,0.0,,0.0,0.84,34.79,nuclear periphery,
2703,NUP188,1.24,17.98,cytosol,,"Subunit of the nuclear pore complex (NPC), involved in the structural organization of the complex and of the nuclear envelope, also involved in nuclear envelope permeability, interacts with Pom152p and Nic96p",1.09,15.73,cytosol,,,,,,21.55,"punctate,nuclear periphery",93.78,"punctate,nuclear periphery",39.96,"punctate,nuclear periphery",51.57,"punctate,nuclear periphery",YML103C,,14.42,below threshold,,0.0,0.0,,0.0,1.17,16.99,cytosol,
2704,NUP192,0.98,37.45,nuclear periphery,,"Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205",0.94,36.03,nuclear periphery,,,,,,51.58,"punctate,nuclear periphery",104.83,"punctate,nucleus",43.71,"punctate,nuclear periphery",54.44,"punctate,nuclear periphery",YJL039C,,38.15,nuclear periphery,,0.0,0.0,,0.0,1.19,45.52,nuclear periphery,
2705,NUP2,0.96,61.76,nuclear periphery,,"Nucleoporin involved in nucleocytoplasmic transport, binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization",1.15,74.31,nuclear periphery,,,,,,85.3,"punctate,nuclear periphery",206.46,"punctate,nucleus",62.58,"punctate,nucleus",208.43,cytosol,YLR335W,,64.11,nuclear periphery,,0.0,0.0,,0.0,0.94,60.49,nuclear periphery,
2706,NUP42,,,,,,,,,,,,,,20.15,"punctate,nuclear periphery",64.94,"cytosol,nuclear periphery",0.0,,30.38,nuclear periphery,YDR192C,,,,,,,,,,,,
2707,NUP49,1.02,53.96,nuclear periphery,,"Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes",0.72,38.04,nuclear periphery,,,,,,30.78,"punctate,nuclear periphery",91.24,"punctate,nuclear periphery",,,91.52,"punctate,nuclear periphery",YGL172W,,52.72,nuclear periphery,,0.0,0.0,,0.0,1.24,65.72,nuclear periphery,
2708,NUP53,1.0,37.25,nuclear periphery,,"Subunit of the nuclear pore complex (NPC), interacts with karyopherin Kap121p or with Nup170p via overlapping regions of Nup53p, involved in activation of the spindle checkpoint mediated by the Mad1p-Mad2p complex",0.74,27.49,nuclear periphery,,,,,,23.88,"punctate,nuclear periphery",78.09,nuclear periphery,37.2,nuclear periphery,63.34,vacuole membrane,YMR153W,,37.09,nuclear periphery,,0.0,0.0,,0.0,1.14,42.64,nuclear periphery,
2709,NUP60,0.88,14.4,cytosol,,"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; potential Cdc28p substrate; involved in telomere maintenance",1.06,17.34,cytosol,,,,,,41.47,"punctate,nuclear periphery",76.65,"punctate,nuclear periphery",0.0,,15.91,"ER,vacuole",YAR002W,,16.23,below threshold,,0.0,0.0,,0.0,1.07,17.51,cytosol,
2710,NUP82,0.9,20.31,nuclear periphery,,"Nucleoporin, subunit of the nuclear pore complex (NPC); forms a subcomplex with Gle2p, Nup159p, Nsp1p, and Nup116p and is required for proper localization of Nup116p in the NPC",0.87,19.49,nuclear periphery,,,,,,,missing,56.29,"punctate,nuclear periphery",,,64.25,nuclear periphery,YJL061W,,22.36,nuclear periphery,,0.0,0.0,,0.0,0.97,21.83,nuclear periphery,
2711,NUP84,0.8,41.15,nuclear periphery,,"Subunit of the nuclear pore complex (NPC), forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export and NPC biogenesis",0.94,48.18,nuclear periphery,,,,,,52.62,"punctate,nuclear periphery",62.62,nuclear periphery,29.69,ER,25.01,"punctate,nuclear periphery",YDL116W,,51.19,nuclear periphery,,0.0,0.0,,0.0,0.98,50.55,nuclear periphery,
2712,NUR1,,,,,,,,,,,,,,22.44,"punctate,nuclear periphery",72.18,"punctate,nuclear periphery",34.18,punctate,73.22,"punctate,nuclear periphery",YDL089W,,,,,,,,,,,,
2713,NUS1,1.36,65.92,"punctate,ER",,"Putative prenyltransferase, required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY",0.84,40.75,"punctate,ER",,,,,,44.37,"ER,punctate",106.11,punctate,48.47,punctate,149.41,punctate,YDL193W,,48.13,"punctate,ER",,1.0,0.0,,1.0,1.51,73.09,"punctate,ER",
2714,NUT1,0.98,19.03,nucleus,,"Component of the RNA polymerase II mediator complex, which is required for transcriptional activation and also has a role in basal transcription",1.13,22.01,nucleus,,,,,,25.83,nucleus,70.05,"cytosol,nucleus",0.0,,59.42,nucleus,YGL151W,,19.32,nucleus,,0.0,0.0,,0.0,0.81,15.83,nucleus,
2715,NUT2,0.9,43.51,nucleus,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for transcriptional activation and has a role in basal transcription,0.9,43.6,nucleus,,,,,,23.7,below threshold,34.36,cytosol,0.0,,21.81,cytosol,YPR168W,,47.97,nucleus,,0.0,0.0,,0.0,0.8,38.55,nucleus,
2716,NVJ1,0.86,13.13,cytosol,,"Nuclear envelope protein, anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)",0.99,15.09,cytosol,,,,,,22.64,punctate,46.69,"ER,punctate",,,74.61,"cell periphery,vacuole membrane",YHR195W,,15.18,below threshold,,0.0,0.0,,0.0,0.95,14.53,cytosol,
2717,NVJ3,,,,,Putative protein of unknown function,,,,,,,,,20.33,below threshold,28.34,ambiguous,23.9,below threshold,10.74,punctate,YDR179W-A,,,,,,,,,,,,
2718,NYV1,,,,,,,,,,,,,,32.52,vacuole membrane,28.66,vacuole membrane,39.62,vacuole membrane,53.99,vacuole membrane,YLR093C,,,,,,,,,,,,
2719,Nvj2,,,punctate,,"Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YPR091C is not an essential gene",1.05,34.79,"punctate, ER",8.44,1.0,32.74,"punctate, ER",4.24,30.35,"cell periphery,ER,punctate",109.84,"cell periphery,ER,punctate",23.73,below threshold,127.31,"cell periphery,punctate",YPR091C,"punctate, ER",32.88,"punctate, ER",8.92,0.0,0.0,0.0,0.0,1.08,35.7,"punctate, ER",
2720,OAC1,0.96,13.9,cytosol,,"Mitochondrial inner membrane transporter, transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family",1.0,14.44,cytosol,,,,,,27.75,mitochondria,50.07,mitochondria,26.41,mitochondria,76.18,mitochondria,YKL120W,,14.37,below threshold,,0.0,0.0,,0.0,1.06,15.36,cytosol,
2721,OAF1,,,cytosol,,"Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis",1.17,19.39,cytosol,,,,,,26.59,nucleus,61.78,nucleus,32.55,nucleus,59.76,nucleus,YAL051W,,16.47,below threshold,,,0.0,,0.0,1.29,21.33,cytosol,
2722,OAF3,1.0,20.0,nucleus,,"Zinc cluster protein; regulates transcription in response to oleate levels; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1.0,19.89,nucleus,,,,,,25.7,nucleus,44.49,nucleus,29.28,nucleus,48.27,nucleus,YKR064W,,19.87,nucleus,,0.0,0.0,,0.0,0.89,17.77,nucleus,
2723,OAR1,1.64,32.97,mitochondria,,"Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase, may comprise a type II mitochondrial fatty acid synthase along with Mct1p",0.98,19.7,mitochondria,,,,,,17.05,below threshold,46.08,cytosol,0.0,,70.83,"cell periphery,vacuole",YKL055C,,20.09,mitochondria,,0.0,0.0,,0.0,1.07,21.66,mitochondria,
